path_id,record_index,path_type,system,component,family,component_mass_kg,path_allocation_share_pct,path_mass_kg,lca_use_class,lca_confidence,readiness,max_severity,issue_codes,issue_count,total_route_km,allocated_kg_km,modes,transport_model,t4,t4_site_uid,t4_country_code,t4_status,t3,t3_site_uid,t3_country_code,t3_status,t2,t2_site_uid,t2_country_code,t2_status,t1,t1_site_uid,t1_country_code,t1_status,oem,oem_site_uid,oem_country_code,oem_status,t4_t3_km,t4_t3_modes,t3_t2_km,t3_t2_modes,t2_t1_km,t2_t1_modes,t1_oem_km,t1_oem_modes
R061-P001,61,primary,Stowage assemblé avec porte,acier,steel,0.0943581,100.0,0.0943581,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,1474.7,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R062-P001,62,primary,Structure ottoman horizontale,acier,steel,0.0666443,100.0,0.0666443,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,1041.6,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R063-P001,63,primary,Support écran,acier,steel,0.05736,100.0,0.05736,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,896.5,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R064-P001,64,primary,Support équipé,acier,steel,0.003,100.0,0.003,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,46.9,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R065-P001,65,primary,Support manchette équipée,acier,steel,0.006,100.0,0.006,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,93.8,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R066-P001,66,primary,Accoudoir allée,Alu,aluminium,3.0435071,100.0,3.0435071,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;material_certificate_required,2,7801.1,23742.7,internal|ship|truck,lane_specific,Aluminium Corporation of China / Chalco,"aluminium_corporation_of_china_chalco@@aluminium_corporation_of_china_chalco@39.9042,116.4074",CN,baseline_primary,Euralliage Ile de France,"euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449",FR,baseline_primary,SUMPAR - internal machining/forming process,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",FR,baseline_primary_assumed_internalized_process,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7616.6,ship|truck,100.7,truck,0.0,internal,83.8,truck
R067-P001,67,primary,Ens. Palette optimisée,Alu,aluminium,12.5475707,100.0,12.5475707,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;material_certificate_required,2,7801.1,97884.9,internal|ship|truck,lane_specific,Aluminium Corporation of China / Chalco,"aluminium_corporation_of_china_chalco@@aluminium_corporation_of_china_chalco@39.9042,116.4074",CN,baseline_primary,Euralliage Ile de France,"euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449",FR,baseline_primary,SUMPAR - internal machining/forming process,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",FR,baseline_primary_assumed_internalized_process,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7616.6,ship|truck,100.7,truck,0.0,internal,83.8,truck
R068-P001,68,primary,Ensemble porte,Alu,aluminium,6.872,100.0,6.872,usable_with_review,medium,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;lca_mass_requires_review;material_certificate_required,3,7801.1,53609.2,internal|ship|truck,lane_specific,Aluminium Corporation of China / Chalco,"aluminium_corporation_of_china_chalco@@aluminium_corporation_of_china_chalco@39.9042,116.4074",CN,baseline_primary,Euralliage Ile de France,"euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449",FR,baseline_primary,SUMPAR - internal machining/forming process,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",FR,baseline_primary_assumed_internalized_process,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7616.6,ship|truck,100.7,truck,0.0,internal,83.8,truck
R069-P001,69,primary,Ens. Structure fauteuil,A5086 - Aluminium,aluminium,0.458,100.0,0.458,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,9239.1,4231.5,internal|ship|truck,lane_specific,Alcoa,"alcoa@@alcoa@40.4406,-79.9959",US,baseline_primary,AMAG Austria Metall,"amag_austria_metall@@amag_austria_metall@48.2267,13.0357",AT,baseline_primary,ESPACE - internal machining/forming process,"espace_-_internal_machining/forming_process__tier2_second_transformation@@espace_-_internal_machining/forming_process__tier2_second_transformation@44.7776436,-0.6475364",FR,baseline_primary_assumed_internalized_process,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7635.5,ship|truck,1113.4,truck,0.0,internal,490.2,truck
R070-P001,70,primary,Manchette acc. Mobile,Alu,aluminium,0.106,100.0,0.106,usable_for_baseline,medium_high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;material_certificate_required,2,7801.1,826.9,internal|ship|truck,lane_specific,Aluminium Corporation of China / Chalco,"aluminium_corporation_of_china_chalco@@aluminium_corporation_of_china_chalco@39.9042,116.4074",CN,baseline_primary,Euralliage Ile de France,"euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449",FR,baseline_primary,SUMPAR - internal machining/forming process,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",FR,baseline_primary_assumed_internalized_process,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,7616.6,ship|truck,100.7,truck,0.0,internal,83.8,truck
R071-P001,71,primary,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,general,3.365,100.0,3.365,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,60.6,203.9,internal|truck,lane_specific,TE Connectivity - COTS electronics component market basket,"te_connectivity_cots_electronics_component_market_basket_tier4_raw_material@@te_connectivity_cots_electronics_component_market_basket_tier4_raw_material@49.0253,1.1858",FR,baseline_primary_non_switchable_cots_placeholder,TE Connectivity - COTS electronics subassembly/PCB package,"te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@te_connectivity_cots_electronics_subassembly_pcb_package_tier3_first_transformation@49.0253,1.1858",FR,baseline_primary_non_switchable_cots_placeholder,TE Connectivity - electronics routing/EMS package,"te_connectivity_electronics_routing_ems_package_tier2_second_transformation@@te_connectivity_electronics_routing_ems_package_tier2_second_transformation@49.0253,1.1858",FR,baseline_primary_assumed_internalized_process,TE Connectivity,"te_connectivity_tier1@@te_connectivity_tier1@49.0253,1.1858",FR,baseline_primary_lca_or_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,0.0,internal,0.0,internal,60.6,truck
R072-P001,72,primary,Ens. Structure fauteuil,acier,steel,1.687,100.0,1.687,quantitative_ready,high,primary_ready_topology,INFO,,0,15628.9,26366.0,ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,SCHROTH Safety Products,"schroth_safety_products@@schroth_safety_products@26.18,-80.19",US,baseline_primary,ESPACE,"espace@@espace@44.7776,-0.6475",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,7436.5,ship|truck,7201.2,ship|truck,490.2,truck
R073-P001,73,primary,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,100.0,0.2,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,12051.2,2410.2,internal|ship|truck,lane_specific,Thales - COTS electronics component market basket,"thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Thales - COTS electronics subassembly/PCB package,"thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,e2ip technologies,"e2ip_technologies@@e2ip_technologies@45.455,-73.735",CA,baseline_primary,Thales,"thales__tier1@@thales__tier1@43.5638842,1.3821146",FR,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,5733.0,ship|truck,5733.0,ship|truck,585.2,truck
R074-P001,74,primary,Commande actionnement ECU,Commande actionnement ECU,electronics_cots,0.75,100.0,0.75,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption;raw_material_source_missing,4,601.7,451.3,internal|truck,lane_specific,Liebherr Aerospace - COTS electronics component market basket,"liebherr_aerospace_cots_electronics_component_market_basket_tier4_raw_material@@liebherr_aerospace_cots_electronics_component_market_basket_tier4_raw_material@47.5963892,9.8653206",DE,baseline_primary_non_switchable_cots_placeholder,Liebherr Aerospace - COTS electronics subassembly/PCB package,"liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@liebherr_aerospace_cots_electronics_subassembly_pcb_package_tier3_first_transformation@47.5963892,9.8653206",DE,baseline_primary_non_switchable_cots_placeholder,Liebherr Aerospace - electronics routing/EMS package,"liebherr_aerospace_electronics_routing_ems_package_tier2_second_transformation@@liebherr_aerospace_electronics_routing_ems_package_tier2_second_transformation@47.5963892,9.8653206",DE,baseline_primary_assumed_internalized_process,Liebherr Aerospace,"liebherr_aerospace_tier1@@liebherr_aerospace_tier1@47.5963892,9.8653206",DE,baseline_primary_lca_or_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,0.0,internal,0.0,internal,601.7,truck
R075-P001,75,primary,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,0.151,100.0,0.151,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,18063.3,2727.6,internal|ship|truck,lane_specific,SABIC,"sabic@@sabic@24.7136,46.6753",,baseline_primary,SABIC LEXAN FST sheet production,"sabic_lexan_fst_sheet_production__tier3_first_transformation@@sabic_lexan_fst_sheet_production__tier3_first_transformation@24.7136,46.6753",,baseline_primary_assumed_material_processor,JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process,"jamco_aircraft_interiors_-_niigata_-_thermoforming/finishing_process__tier2_second_transformation@@jamco_aircraft_interiors_-_niigata_-_thermoforming/finishing_process__tier2_second_transformation@38.0218,139.4275",JP,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Niigata,"jamco_aircraft_interiors_-_niigata__tier1@@jamco_aircraft_interiors_-_niigata__tier1@38.0218,139.4275",JP,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,8573.7,ship|truck,0.0,internal,9489.6,ship|truck
R076-P001,76,primary,Manchette acc. Mobile,cuir,textile_leather,0.039,100.0,0.039,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,1783.4,69.6,internal|truck,lane_specific,Gruppo Mastrotto - hide/raw leather source assumption,"gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@@gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341",IT,baseline_primary_assumed_material_source,Gruppo Mastrotto,"gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341",IT,baseline_primary_inferred_after_review,Maison Fichet,"maison_fichet@@maison_fichet@48.8706,2.3634",FR,baseline_primary,MGA Villeneuve St Lot,"mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,771.1,truck,512.7,truck,499.6,truck
R077-P001,77,primary,Manchette équipée,cuir,textile_leather,0.06,100.0,0.06,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,1783.4,107.0,internal|truck,lane_specific,Gruppo Mastrotto - hide/raw leather source assumption,"gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@@gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341",IT,baseline_primary_assumed_material_source,Gruppo Mastrotto,"gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341",IT,baseline_primary_inferred_after_review,Maison Fichet,"maison_fichet@@maison_fichet@48.8706,2.3634",FR,baseline_primary,MGA Villeneuve St Lot,"mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,771.1,truck,512.7,truck,499.6,truck
R078-P001,78,primary,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,100.0,1.928,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,3098.0,5972.9,internal|rail|truck,lane_specific,Thales - COTS electronics component market basket,"thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Thales - COTS electronics subassembly/PCB package,"thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",FR,baseline_primary_non_switchable_cots_placeholder,Krohne,"krohne@@krohne@51.1498,13.7978",DE,baseline_primary,Thales,"thales__tier1@@thales__tier1@43.5638842,1.3821146",FR,baseline_primary_assumed_program_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,0.0,internal,1256.4,rail|truck,1256.4,rail|truck,585.2,truck
R079-P001,79,primary,Accoudoir allée,Ertalon,polymer_plastic,0.01,100.0,0.01,quantitative_ready,high,primary_ready_topology,INFO,,0,19463.7,194.6,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",BE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9421.3,ship|truck,9394.3,ship|truck,564.3,truck,83.8,truck
R080-P001,80,primary,Ens. Stowage latéral,Ertalon,polymer_plastic,0.003,100.0,0.003,quantitative_ready,high,primary_ready_topology,INFO,,0,19463.7,58.4,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",BE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9421.3,ship|truck,9394.3,ship|truck,564.3,truck,83.8,truck
R081-P001,81,primary,Ens. Structure fauteuil,inox,steel,0.045,100.0,0.045,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,1,19649.7,884.2,internal|ship|truck,lane_specific,Saarstahl,"saarstahl@@saarstahl@49.3594,7.1715",DE,baseline_primary,Aubert & Duval,"aubert_duval@@aubert_duval@45.7772,3.087",FR,baseline_primary,Senior Aerospace Thailand - internal machining/forming process,"senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@@senior_aerospace_thailand_-_internal_machining/forming_process__tier2_second_transformation@13.0914,101.0108",TH,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,"senior_aerospace_thailand@@senior_aerospace_thailand@13.0914,101.0108",TH,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,501.0,truck,9583.9,ship|truck,0.0,internal,9564.8,ship|truck
R082-P001,82,primary,Ensemble porte,Ertalon,polymer_plastic,0.002,100.0,0.002,quantitative_ready,high,primary_ready_topology,INFO,,0,19463.7,38.9,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",BE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9421.3,ship|truck,9394.3,ship|truck,564.3,truck,83.8,truck
R083-P001,83,primary,Ens. Tablette repas,Ertalon,polymer_plastic,0.007,100.0,0.007,quantitative_ready,high,primary_ready_topology,INFO,,0,19463.7,136.2,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",BE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9421.3,ship|truck,9394.3,ship|truck,564.3,truck,83.8,truck
R084-P001,84,primary,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,100.0,0.02,quantitative_ready,high,primary_ready_topology,INFO,,0,19463.7,389.3,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",BE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9421.3,ship|truck,9394.3,ship|truck,564.3,truck,83.8,truck
R085-P001,85,primary,Structure ottoman horizontale,Ertalon,polymer_plastic,0.0002725,100.0,0.0002725,quantitative_ready,high,primary_ready_topology,INFO,,0,19463.7,5.3,ship|truck,lane_specific,Mitsubishi Chemical,"mitsubishi_chemical@@mitsubishi_chemical@35.6812,139.7671",BE,baseline_primary,Toray Industries,"toray_industries@@toray_industries@35.6866,139.7746",JP,baseline_primary,Ensinger,"ensinger@@ensinger@48.501,8.8202",DE,baseline_primary,SUMPAR,"sumpar@@sumpar@49.3893,1.2086",FR,baseline_primary,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,9421.3,ship|truck,9394.3,ship|truck,564.3,truck,83.8,truck
R086-P001,86,primary,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,1.005,100.0,1.005,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,2246.8,2258.0,internal|rail|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,"franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_material_package_requires_bom,FRANKLIN - internal cutting/gluing process,"franklin_internal_cutting_gluing_process_tier2_second_transformation@@franklin_internal_cutting_gluing_process_tier2_second_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_internalized_process,FRANKLIN,"franklin_tier1@@franklin_tier1@51.8215327,20.5268712",PL,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,890.1,truck,0.0,internal,0.0,internal,1356.7,rail|truck
R087-P001,87,primary,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.121,100.0,0.121,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,2246.8,271.9,internal|rail|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,"franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_material_package_requires_bom,FRANKLIN - internal cutting/gluing process,"franklin_internal_cutting_gluing_process_tier2_second_transformation@@franklin_internal_cutting_gluing_process_tier2_second_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_internalized_process,FRANKLIN,"franklin_tier1@@franklin_tier1@51.8215327,20.5268712",PL,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,890.1,truck,0.0,internal,0.0,internal,1356.7,rail|truck
R088-P001,88,primary,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,textile_leather,0.871,100.0,0.871,quantitative_ready,high,primary_complete_needs_validation,MEDIUM,baseline_node_is_assumption,3,2246.8,1957.0,internal|rail|truck,lane_specific,BASF - PU chemistry source candidate,"basf_pu_chemistry_source_candidate_tier4_raw_material@@basf_pu_chemistry_source_candidate_tier4_raw_material@49.481,8.435",DE,baseline_primary_assumed_material_source_requires_grade_certificate,FRANKLIN - FRMC55 certified foam/fabric sourcing package,"franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@@franklin_frmc55_certified_foam_fabric_sourcing_package_tier3_first_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_material_package_requires_bom,FRANKLIN - internal cutting/gluing process,"franklin_internal_cutting_gluing_process_tier2_second_transformation@@franklin_internal_cutting_gluing_process_tier2_second_transformation@51.8215327,20.5268712",PL,baseline_primary_assumed_internalized_process,FRANKLIN,"franklin_tier1@@franklin_tier1@51.8215327,20.5268712",PL,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,"safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",FR,baseline_primary,890.1,truck,0.0,internal,0.0,internal,1356.7,rail|truck
