record_index,system,component,supplier,role_hint,action,detail
148,Ens. Coussin dossier,velours,Kvadrat,tier2_second_transformation,clean_supplier,source/site normalization
148,Ens. Coussin dossier,velours,Tissu Huddersfield,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
148,Ens. Coussin dossier,velours,Yamazaki Velvet Co.,tier3_first_transformation,clean_supplier,source/site normalization
148,Ens. Coussin dossier,velours,Thyssen Group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen Group->thyssenkrupp Materials France
148,Ens. Coussin dossier,velours,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
148,Ens. Coussin dossier,velours,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
148,Ens. Coussin dossier,velours,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
148,Ens. Coussin dossier,velours,ACH,tier1,clean_supplier,source/site normalization
148,Ens. Coussin dossier,velours,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
148,Ens. Coussin dossier,velours,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
148,Ens. Coussin dossier,velours,Velours,tier3_first_transformation,resolve_multiple_primary,kept Velours as baseline primary; 1 suppliers retained as alternatives
148,Ens. Coussin dossier,velours,ETS Gattefin,tier1,resolve_multiple_primary,kept ETS Gattefin as baseline primary; 1 suppliers retained as alternatives
149,Ens. Structure porte,velcro,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
149,Ens. Structure porte,velcro,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
149,Ens. Structure porte,velcro,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
149,Ens. Structure porte,velcro,DuPont de Nemours,tier2_second_transformation,clean_supplier,source/site normalization
149,Ens. Structure porte,velcro,"Zhejiang Yuxin Textile Co.,Ltd.",transformation,clean_supplier,source/site normalization
149,Ens. Structure porte,velcro,Paragon Textiles,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
149,Ens. Structure porte,velcro,Toray,tier3_first_transformation,clean_supplier,name_normalized:Toray->Toray Industries
149,Ens. Structure porte,velcro,Tissu Huddersfield,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
149,Ens. Structure porte,velcro,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
149,Ens. Structure porte,velcro,ACH,tier1,clean_supplier,source/site normalization
149,Ens. Structure porte,velcro,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
149,Ens. Structure porte,velcro,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
149,Ens. Structure porte,velcro,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
149,Ens. Structure porte,velcro,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
149,Ens. Structure porte,velcro,DuPont de Nemours,tier2_second_transformation,resolve_multiple_primary,kept DuPont de Nemours as baseline primary; 1 suppliers retained as alternatives
149,Ens. Structure porte,velcro,"Zhejiang Yuxin Textile Co.,Ltd.",tier3_first_transformation,resolve_multiple_primary,"kept Zhejiang Yuxin Textile Co.,Ltd. as baseline primary; 1 suppliers retained as alternatives"
149,Ens. Structure porte,velcro,ACH,tier1,resolve_multiple_primary,kept ACH as baseline primary; 1 suppliers retained as alternatives
150,Habillage sous fauteuil,velours,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
150,Habillage sous fauteuil,velours,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
150,Habillage sous fauteuil,velours,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
150,Habillage sous fauteuil,velours,Tongxiang Zhuoyi Textile,tier3_first_transformation,clean_supplier,source/site normalization
150,Habillage sous fauteuil,velours,Kvadrat,tier2_second_transformation,clean_supplier,source/site normalization
150,Habillage sous fauteuil,velours,Tissu Huddersfield,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
150,Habillage sous fauteuil,velours,Yamazaki Velvet Co.,tier3_first_transformation,clean_supplier,source/site normalization
150,Habillage sous fauteuil,velours,Thyssen Group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen Group->thyssenkrupp Materials France
150,Habillage sous fauteuil,velours,FRANKLIN,tier2_second_transformation,clean_supplier,source/site normalization
150,Habillage sous fauteuil,velours,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
150,Habillage sous fauteuil,velours,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
150,Habillage sous fauteuil,velours,ACH,tier1,clean_supplier,source/site normalization
150,Habillage sous fauteuil,velours,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
150,Habillage sous fauteuil,velours,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
150,Habillage sous fauteuil,velours,Velours,tier3_first_transformation,resolve_multiple_primary,kept Velours as baseline primary; 1 suppliers retained as alternatives
150,Habillage sous fauteuil,velours,ETS Gattefin,tier1,resolve_multiple_primary,kept ETS Gattefin as baseline primary; 1 suppliers retained as alternatives
151,Ens. Structure porte,Z10CNT18,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
151,Ens. Structure porte,Z10CNT18,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
151,Ens. Structure porte,Z10CNT18,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
151,Ens. Structure porte,Z10CNT18,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
151,Ens. Structure porte,Z10CNT18,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
151,Ens. Structure porte,Z10CNT18,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
151,Ens. Structure porte,Z10CNT18,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
151,Ens. Structure porte,Z10CNT18,Toray Carbon Fibers Europe,tier3_first_transformation,clean_supplier,name_normalized:Toray Carbon Fibers Europe->Toray Industries; country_normalized:France->Japan
151,Ens. Structure porte,Z10CNT18,SGL Carbon,tier2_second_transformation,clean_supplier,source/site normalization
151,Ens. Structure porte,Z10CNT18,Solvay,tier4_raw_material,clean_supplier,source/site normalization
151,Ens. Structure porte,Z10CNT18,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
151,Ens. Structure porte,Z10CNT18,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
151,Ens. Structure porte,Z10CNT18,GATTEFIN,tier1,clean_supplier,name_normalized:GATTEFIN->ETS Gattefin
151,Ens. Structure porte,Z10CNT18,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
151,Ens. Structure porte,Z10CNT18,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
151,Ens. Structure porte,Z10CNT18,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
151,Ens. Structure porte,Z10CNT18,Aubert & Duval,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
151,Ens. Structure porte,Z10CNT18,Krupp,tier3_first_transformation,resolve_multiple_primary,kept Krupp as baseline primary; 1 suppliers retained as alternatives
151,Ens. Structure porte,Z10CNT18,China Baowu / Baosteel,tier4_raw_material,resolve_multiple_primary,kept China Baowu / Baosteel as baseline primary; 1 suppliers retained as alternatives
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,,,normalize_transport,to_first_transformation: ['Bateau'] -> ['ship']
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,DuPont de Nemours,tier2_second_transformation,clean_supplier,source/site normalization
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,"Zhejiang Yuxin Textile Co.,Ltd.",transformation,clean_supplier,source/site normalization
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Paragon Textiles,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Toray,tier3_first_transformation,clean_supplier,name_normalized:Toray->Toray Industries
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Tissu Huddersfield,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Ensinger,tier2_second_transformation,clean_supplier,source/site normalization
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,BASF,tier4_raw_material,clean_supplier,source/site normalization
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Bayer,tier4_raw_material,clean_supplier,source/site normalization
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Chalco,tier4_raw_material,clean_supplier,name_normalized:Chalco->Aluminium Corporation of China / Chalco
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,ACH,tier1,clean_supplier,source/site normalization
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Euralliage Ile de France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Tata Steel,tier4_raw_material,dedupe_supplier,merged duplicate supplier/site/role entry
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,Tissus:,tier3_first_transformation,resolve_multiple_primary,kept Tissus: as baseline primary; 2 suppliers retained as alternatives
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Mitsubishi Chemical,tier4_raw_material,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Krohne,tier2_second_transformation,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",DuPont de Nemours,tier2_second_transformation,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Aurubis,tier3_first_transformation,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Zijin Mining Group,tier4_raw_material,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",A Tech Supply APS,tier2_second_transformation,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Baulé - Exsto polymère,tier3_first_transformation,clean_supplier,name_normalized:Baulé - Exsto polymère->EXSTO / Baule-Exsto Polymere
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Krohne,tier2_second_transformation,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",BASF,tier4_raw_material,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",SONY,tier2_second_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Continental,tier1,clean_supplier,source/site normalization
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Baulé - Exsto polymère,tier3_first_transformation,clean_supplier,name_normalized:Baulé - Exsto polymère->EXSTO / Baule-Exsto Polymere
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Plastiservice,tier2_second_transformation,clean_supplier,name_normalized:Plastiservice->Plastiservice Charleroi; country_normalized:France->Belgium
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Krohne,tier2_second_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",EXSTO / Baule-Exsto Polymere,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,Alcoa (USA),material,clean_supplier,name_normalized:Alcoa (USA)->Alcoa
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,SUMPAR,tier1,resolve_multiple_primary,kept SUMPAR as baseline primary; 1 suppliers retained as alternatives
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,Alcoa (USA),material,clean_supplier,name_normalized:Alcoa (USA)->Alcoa
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,SUMPAR,tier1,resolve_multiple_primary,kept SUMPAR as baseline primary; 1 suppliers retained as alternatives
156,Accoudoir allée,GLO: Steel sheet stamping and bending,,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
156,Accoudoir allée,GLO: Steel sheet stamping and bending,,,normalize_transport,to_first_transformation: ['Camion'] -> ['truck']
156,Accoudoir allée,GLO: Steel sheet stamping and bending,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Alcoa,tier4_raw_material,clean_supplier,source/site normalization
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Constellium,tier3_first_transformation,clean_supplier,source/site normalization
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Austria metall,transformation,clean_supplier,name_normalized:Austria metall->AMAG Austria Metall
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Aluminium Corporation of China,material,clean_supplier,name_normalized:Aluminium Corporation of China->Aluminium Corporation of China / Chalco
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
156,Accoudoir allée,GLO: Steel sheet stamping and bending,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Saarstahl,tier4_raw_material,clean_supplier,source/site normalization
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Arcelor Mittal,material,clean_supplier,name_normalized:Arcelor Mittal->ArcelorMittal
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Krupp,tier3_first_transformation,clean_supplier,source/site normalization
156,Accoudoir allée,GLO: Steel sheet stamping and bending,China Baowu,material,clean_supplier,name_normalized:China Baowu->China Baowu / Baosteel
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Nucor Corp,tier4_raw_material,clean_supplier,source/site normalization
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Aubert&Duval,tier3_first_transformation,clean_supplier,name_normalized:Aubert&Duval->Aubert & Duval
156,Accoudoir allée,GLO: Steel sheet stamping and bending,SUMPAR,tier2_second_transformation,clean_supplier,role_normalized:tier2_second_transformation->tier1
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Segnere Aero SAS,tier1,clean_supplier,name_normalized:Segnere Aero SAS->Groupe Segnere / SEGNERE Ade
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Lauak Group,tier1,clean_supplier,name_normalized:Lauak Group->Groupe LAUAK
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
156,Accoudoir allée,GLO: Steel sheet stamping and bending,thyssenkrupp Materials France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
156,Accoudoir allée,GLO: Steel sheet stamping and bending,Alcoa,tier4_raw_material,resolve_multiple_primary,kept Alcoa as baseline primary; 1 suppliers retained as alternatives
156,Accoudoir allée,GLO: Steel sheet stamping and bending,AMAG Austria Metall,tier3_first_transformation,resolve_multiple_primary,kept AMAG Austria Metall as baseline primary; 1 suppliers retained as alternatives
156,Accoudoir allée,GLO: Steel sheet stamping and bending,SUMPAR,tier1,resolve_multiple_primary,kept SUMPAR as baseline primary; 1 suppliers retained as alternatives
157,Siége,aluminium,,,normalize_transport,"from_supplier_to_safran: ['Bateau', 'Camion'] -> ['ship', 'truck']"
157,Siége,aluminium,,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
157,Siége,aluminium,,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
157,Siége,aluminium,Chalco,tier4_raw_material,clean_supplier,name_normalized:Chalco->Aluminium Corporation of China / Chalco
157,Siége,aluminium,Hindalco,tier4_raw_material,clean_supplier,name_normalized:Hindalco->Hindalco Industries
157,Siége,aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
157,Siége,aluminium,TATA Steel,tier4_raw_material,clean_supplier,name_normalized:TATA Steel->Tata Steel
157,Siége,aluminium,Euralliage,tier3_first_transformation,clean_supplier,name_normalized:Euralliage->Euralliage Ile de France
157,Siége,aluminium,Thyssen group,tier3_first_transformation,clean_supplier,name_normalized:Thyssen group->thyssenkrupp Materials France
157,Siége,aluminium,Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
157,Siége,aluminium,Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
157,Siége,aluminium,Jamco Philippines (Clark),tier1,clean_supplier,name_normalized:Jamco Philippines (Clark)->JAMCO Philippines Inc.
157,Siége,aluminium,SENIOR AEROSPACE,tier1,clean_supplier,name_normalized:SENIOR AEROSPACE->Senior Aerospace Thailand
157,Siége,aluminium,SAFRAN,oem,clean_supplier,name_normalized:SAFRAN->Safran Seats / Safran internal group
157,Siége,aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
157,Siége,aluminium,ACH,tier1,clean_supplier,source/site normalization
157,Siége,aluminium,MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
157,Siége,aluminium,Airbus Atlantic (ex-Stelia),tier1,clean_supplier,name_normalized:Airbus Atlantic (ex-Stelia)->Airbus Atlantic / STELIA Aerospace
157,Siége,aluminium,J&C Aero,tier1,clean_supplier,source/site normalization
157,Siége,aluminium,Safran,oem,clean_supplier,name_normalized:Safran->Safran Seats / Safran internal group
157,Siége,aluminium,Safran Seats / Safran internal group,oem,move_oem_out_of_suppliers,OEM/internal integrator moved to oem_sites
157,Siége,aluminium,Euralliage Ile de France,tier3_first_transformation,dedupe_supplier,merged duplicate supplier/site/role entry
157,Siége,aluminium,Safran Seats / Safran internal group,oem,dedupe_oem,merged duplicate supplier/site/role entry
158,Siége,"Tissu, mousse, polyéthylène",,,normalize_transport,from_supplier_to_safran: ['Camion'] -> ['truck']
158,Siége,"Tissu, mousse, polyéthylène",,,normalize_transport,"to_first_transformation: ['Train', 'Camion', 'Bateau'] -> ['rail', 'truck', 'ship']"
158,Siége,"Tissu, mousse, polyéthylène",,,normalize_transport,mine_to_refinery: ['Bateau'] -> ['ship']
158,Siége,"Tissu, mousse, polyéthylène",DuPont de Nemours,tier2_second_transformation,clean_supplier,source/site normalization
158,Siége,"Tissu, mousse, polyéthylène","Zhejiang Yuxin Textile Co.,Ltd.",transformation,clean_supplier,source/site normalization
158,Siége,"Tissu, mousse, polyéthylène",Paragon Textiles,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
158,Siége,"Tissu, mousse, polyéthylène",Toray,tier3_first_transformation,clean_supplier,name_normalized:Toray->Toray Industries
158,Siége,"Tissu, mousse, polyéthylène",Tissu Huddersfield,tier3_first_transformation,clean_supplier,coordinates_removed_unverified_or_centroid
158,Siége,"Tissu, mousse, polyéthylène",Ensinger,tier2_second_transformation,clean_supplier,source/site normalization
158,Siége,"Tissu, mousse, polyéthylène",BASF,tier4_raw_material,clean_supplier,source/site normalization
158,Siége,"Tissu, mousse, polyéthylène",Bayer,tier4_raw_material,clean_supplier,source/site normalization
158,Siége,"Tissu, mousse, polyéthylène",ACH,tier1,clean_supplier,source/site normalization
158,Siége,"Tissu, mousse, polyéthylène",Celso,tier1,clean_supplier,name_normalized:Celso->Celso SAS
158,Siége,"Tissu, mousse, polyéthylène",Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
158,Siége,"Tissu, mousse, polyéthylène",Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
158,Siége,"Tissu, mousse, polyéthylène",Jamco Philippines (Clark),tier1,clean_supplier,name_normalized:Jamco Philippines (Clark)->JAMCO Philippines Inc.
158,Siége,"Tissu, mousse, polyéthylène",MGR FOAMTEX,tier2_second_transformation,clean_supplier,name_normalized:MGR FOAMTEX->MGR Foamtex Ltd
158,Siége,"Tissu, mousse, polyéthylène",Airbus Atlantic (ex-Stelia),tier1,clean_supplier,name_normalized:Airbus Atlantic (ex-Stelia)->Airbus Atlantic / STELIA Aerospace
158,Siége,"Tissu, mousse, polyéthylène",Jamco Niigata,tier1,clean_supplier,name_normalized:Jamco Niigata->JAMCO Aircraft Interiors - Niigata
158,Siége,"Tissu, mousse, polyéthylène",Jamco Miyazaki,tier1,clean_supplier,name_normalized:Jamco Miyazaki->JAMCO Aircraft Interiors - Miyazaki
