record_index,system,component,mass_kg,role_hint,primary_supplier,primary_country,primary_region,primary_distance_to_downstream_km,alternate_supplier,alternate_country,alternate_region,alternate_distance_to_downstream_km,distance_delta_vs_primary_km,downstream_supplier,downstream_role,locality_gain_flag,distance_gain_flag,coordinate_status
26,Ens. Tablette cocktail,A2024 - Aluminium,0.084,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,791.186,Constellium,France,France,467.425,-323.761,Combigo,tier2_second_transformation,no,yes,ok
27,Ens. Tablette repas,A2024 - Aluminium,1.259,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,791.186,Constellium,France,France,467.425,-323.761,Combigo,tier2_second_transformation,no,yes,ok
28,Ens. Têtière,A2024 - Aluminium,0.029,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,791.186,Constellium,France,France,467.425,-323.761,Combigo,tier2_second_transformation,no,yes,ok
54,Ens. Structure fauteuil,A2017 - Aluminium,12.7611,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,791.186,Constellium,France,France,467.425,-323.761,Combigo,tier2_second_transformation,no,yes,ok
55,Ens. Structure fauteuil,A2024 - Aluminium,5.659,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,791.186,Constellium,France,France,467.425,-323.761,Combigo,tier2_second_transformation,no,yes,ok
167,Accoudoir allée,A2024 - Aluminium,0.18,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,791.186,Constellium,France,France,467.425,-323.761,Combigo,tier2_second_transformation,no,yes,ok
156,Accoudoir allée,GLO: Steel sheet stamping and bending,0.7096766,tier3_first_transformation,AMAG Austria Metall,Austria,Europe_non_FR,874.772,Constellium,France,France,561.606,-313.166,SUMPAR,tier1,no,yes,ok
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",0.022,tier1,MGA Villeneuve St Lot,France,France,499.647,ETS Gattefin,France,France,186.911,-312.737,Safran Seats / Safran internal group,oem,no,yes,ok
9,Stowage assemblé avec porte,Silicone,0.0007,tier1,MGA Villeneuve St Lot,France,France,499.647,ETS Gattefin,France,France,186.911,-312.737,Safran Seats / Safran internal group,oem,no,yes,ok
116,Ens. Structure fixe,35NC6 (nickel-chrome),0.029,tier1,MGA Villeneuve St Lot,France,France,499.647,ETS Gattefin,France,France,186.911,-312.737,Safran Seats / Safran internal group,oem,no,yes,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier1,MGA Villeneuve St Lot,France,France,499.647,ETS Gattefin,France,France,186.911,-312.737,Safran Seats / Safran internal group,oem,no,yes,ok
151,Ens. Structure porte,Z10CNT18,0.0478353,tier1,MGA Villeneuve St Lot,France,France,499.647,ETS Gattefin,France,France,186.911,-312.737,Safran Seats / Safran internal group,oem,no,yes,ok
79,Accoudoir allée,Ertalon,0.01,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,564.333,Plastiservice Charleroi,Belgium,Europe_non_FR,260.059,-304.274,SUMPAR,tier1,no,yes,ok
80,Ens. Stowage latéral,Ertalon,0.003,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,564.333,Plastiservice Charleroi,Belgium,Europe_non_FR,260.059,-304.274,SUMPAR,tier1,no,yes,ok
82,Ensemble porte,Ertalon,0.002,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,564.333,Plastiservice Charleroi,Belgium,Europe_non_FR,260.059,-304.274,SUMPAR,tier1,no,yes,ok
83,Ens. Tablette repas,Ertalon,0.007,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,564.333,Plastiservice Charleroi,Belgium,Europe_non_FR,260.059,-304.274,SUMPAR,tier1,no,yes,ok
84,Stowage assemblé avec porte,Ertalon,0.02,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,564.333,Plastiservice Charleroi,Belgium,Europe_non_FR,260.059,-304.274,SUMPAR,tier1,no,yes,ok
85,Structure ottoman horizontale,Ertalon,0.0002725,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,564.333,Plastiservice Charleroi,Belgium,Europe_non_FR,260.059,-304.274,SUMPAR,tier1,no,yes,ok
1,Ens. Equipements latéraux,A5086 - Aluminium,3.6360048,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
15,Ens. Equipements latéraux,acier,0.0996449,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
29,Accoudoir allée,A5086 - Aluminium,0.316,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
30,Bumper version porte,A5086 - Aluminium,0.024,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
31,Ens. Stowage latéral,A5086 - Aluminium,0.216,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",0.008,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
34,Habillage sous fauteuil,A5086 - Aluminium,1.03,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
35,Manchette acc. Mobile,A5086 - Aluminium,0.105,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
36,Manchette équipée,A5086 - Aluminium,0.17,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
37,Renfort tubulaire,A5086 - Aluminium,0.931,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
38,Stowage assemblé avec porte,A5086 - Aluminium,2.457,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
39,Structure ottoman horizontale,A5086 - Aluminium,1.928,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
40,Support écran,A5086 - Aluminium,0.506,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
41,Support équipé,A5086 - Aluminium,0.099,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
42,Support manchette équipée,A5086 - Aluminium,0.117,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
43,Support NFC,A5086 - Aluminium,0.01,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
45,Ceinture de sécurité,acier,0.72,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
46,Support clamps,acier,1.284,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
47,Accoudoir allée,acier,0.7096766,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
48,Bumper version porte,acier,0.024,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
49,Ens. Stowage latéral,acier,0.0151984,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
52,Ens. Palette optimisée,acier,0.58,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
53,Ensemble porte,acier,0.0430761,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
56,Ens. Tablette cocktail,acier,1.133,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
57,Ens. Tablette repas,acier,0.1165,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
58,Habillage sous fauteuil,acier,0.0270916,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
59,Manchette équipée,acier,0.0191495,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
60,Renfort tubulaire,acier,0.003,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
61,Stowage assemblé avec porte,acier,0.0943581,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
62,Structure ottoman horizontale,acier,0.0666443,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
63,Support écran,acier,0.05736,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
64,Support équipé,acier,0.003,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
65,Support manchette équipée,acier,0.006,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
69,Ens. Structure fauteuil,A5086 - Aluminium,0.458,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
72,Ens. Structure fauteuil,acier,1.687,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,1.005,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,0.121,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,0.871,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,0.854,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,1.091,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,0.016,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,0.039,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,0.039,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
103,Capot NFC,kydex,0.069,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
104,Coussin ottoman,kydex,0.037,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
105,Ens. Stowage latéral,kydex,1.161,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
106,Ensemble porte,kydex,1.384,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
107,Ens. Tablette cocktail,kydex,0.715,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
108,Ens. Tablette repas,kydex,0.059,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
109,Stowage assemblé avec porte,kydex,0.226,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
122,Ens. Structure fixe,acier,1.4326471,tier1,ESPACE,France,France,490.206,ETS Gattefin,France,France,186.911,-303.296,Safran Seats / Safran internal group,oem,no,yes,ok
5,Bumper version porte,alliage Cu,0.006,tier3_first_transformation,Aurubis,Germany,Europe_non_FR,389.533,thyssenkrupp Materials France,France,France,87.438,-302.095,SUMPAR,tier1,no,yes,ok
12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier2_second_transformation,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,581.486,LATIM,France,France,285.74,-295.746,ACH,tier1,no,yes,ok
152,Manchette équipée,FRMC55:EU28 polyuréthane flexible traité UL,0.039,tier2_second_transformation,MGR Foamtex Ltd,United Kingdom,Europe_non_FR,581.486,LATIM,France,France,285.74,-295.746,ACH,tier1,no,yes,ok
157,Siége,aluminium,71.7790748,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
158,Siége,"Tissu, mousse, polyéthylène",6.478,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
160,Siége,"autre (silicium, cuirs synthétique)",0.099,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
168,Siége,"Tissu, mousse, polyéthylène",6.478,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
169,Siége,"Tissu, mousse, polyéthylène",6.478,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
170,Siége,"autre (silicium, cuirs synthétique)",0.099,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
171,Siége,"autre (silicium, cuirs synthétique)",0.099,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
174,Siége,aluminium,71.7790748,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
175,Siége,aluminium,71.7790748,tier1,COLLINS,France,France,667.607,Airbus Atlantic / STELIA Aerospace,France,France,387.84,-279.767,Safran Seats / Safran internal group,oem,no,yes,ok
137,Padding (rembourrage),ULTRA LEATHER SMOKE,0.099,tier1,Celso SAS,France,France,544.331,ACH,France,France,275.875,-268.456,Safran Seats / Safran internal group,oem,no,yes,ok
144,Coussin ottoman,velours,0.034,tier2_second_transformation,FRANKLIN,Poland,Europe_non_FR,1415.246,Kvadrat,Denmark,Europe_non_FR,1159.009,-256.237,ETS Gattefin,tier1,no,yes,ok
145,Coussin têtière,velours,0.003,tier2_second_transformation,FRANKLIN,Poland,Europe_non_FR,1415.246,Kvadrat,Denmark,Europe_non_FR,1159.009,-256.237,ETS Gattefin,tier1,no,yes,ok
146,Ens. Coussin assise,velours,0.025,tier2_second_transformation,FRANKLIN,Poland,Europe_non_FR,1415.246,Kvadrat,Denmark,Europe_non_FR,1159.009,-256.237,ETS Gattefin,tier1,no,yes,ok
147,Ens.coussin dossier version têtière,velours,0.008,tier2_second_transformation,FRANKLIN,Poland,Europe_non_FR,1415.246,Kvadrat,Denmark,Europe_non_FR,1159.009,-256.237,ETS Gattefin,tier1,no,yes,ok
148,Ens. Coussin dossier,velours,0.022,tier2_second_transformation,FRANKLIN,Poland,Europe_non_FR,1415.246,Kvadrat,Denmark,Europe_non_FR,1159.009,-256.237,ETS Gattefin,tier1,no,yes,ok
150,Habillage sous fauteuil,velours,0.007,tier2_second_transformation,FRANKLIN,Poland,Europe_non_FR,1415.246,Kvadrat,Denmark,Europe_non_FR,1159.009,-256.237,ETS Gattefin,tier1,no,yes,ok
103,Capot NFC,kydex,0.069,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
104,Coussin ottoman,kydex,0.037,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
105,Ens. Stowage latéral,kydex,1.161,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
106,Ensemble porte,kydex,1.384,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
107,Ens. Tablette cocktail,kydex,0.715,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
108,Ens. Tablette repas,kydex,0.059,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
109,Stowage assemblé avec porte,kydex,0.226,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiform,France,France,587.438,-244.694,ESPACE,tier1,no,yes,ok
103,Capot NFC,kydex,0.069,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
104,Coussin ottoman,kydex,0.037,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
105,Ens. Stowage latéral,kydex,1.161,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
106,Ensemble porte,kydex,1.384,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
107,Ens. Tablette cocktail,kydex,0.715,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
108,Ens. Tablette repas,kydex,0.059,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
109,Stowage assemblé avec porte,kydex,0.226,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastiforme,France,France,587.459,-244.673,ESPACE,tier1,no,yes,ok
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,0.0001731,tier2_second_transformation,Ensinger,Germany,Europe_non_FR,832.132,Plastitek,France,France,598.653,-233.479,ESPACE,tier1,no,yes,ok
6,Ens. Stowage latéral,cuir,0.112,tier1,MGA Villeneuve St Lot,France,France,499.647,ACH,France,France,275.875,-223.772,Safran Seats / Safran internal group,oem,no,yes,ok
9,Stowage assemblé avec porte,Silicone,0.0007,tier1,MGA Villeneuve St Lot,France,France,499.647,ACH,France,France,275.875,-223.772,Safran Seats / Safran internal group,oem,no,yes,ok
76,Manchette acc. Mobile,cuir,0.039,tier1,MGA Villeneuve St Lot,France,France,499.647,ACH,France,France,275.875,-223.772,Safran Seats / Safran internal group,oem,no,yes,ok
77,Manchette équipée,cuir,0.06,tier1,MGA Villeneuve St Lot,France,France,499.647,ACH,France,France,275.875,-223.772,Safran Seats / Safran internal group,oem,no,yes,ok
86,Coussin ottoman,FRMC55 (C55 = % de carbone) et FMR = ?,1.005,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
87,Coussin têtière,FRMC55 (C55 = % de carbone) et FMR = ?,0.121,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
88,Ens. Coussin assise,FRMC55 (C55 = % de carbone) et FMR = ?,0.871,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
89,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,0.854,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
90,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,1.091,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
91,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,0.016,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
92,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,0.039,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
93,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,0.039,tier1,ESPACE,France,France,490.206,ACH,France,France,275.875,-214.332,Safran Seats / Safran internal group,oem,no,yes,ok
71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,3.365,tier3_first_transformation,Aubert & Duval,France,France,6164.577,thyssenkrupp Materials France,France,France,5954.031,-210.546,TE Connectivity,tier1,no,yes,ok
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",1.928,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,9383.318,Zijin Mining Group,China,Outside_Europe,9174.618,-208.7,Aurubis,tier3_first_transformation,no,yes,ok
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",2.378,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,9383.318,Zijin Mining Group,China,Outside_Europe,9174.618,-208.7,Aurubis,tier3_first_transformation,no,yes,ok
126,Powerbox,powerbox,1.5,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,9383.318,Zijin Mining Group,China,Outside_Europe,9174.618,-208.7,Aurubis,tier3_first_transformation,no,yes,ok
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",0.45,tier4_raw_material,Mitsubishi Chemical,Japan,Outside_Europe,9383.318,Zijin Mining Group,China,Outside_Europe,9174.618,-208.7,Aurubis,tier3_first_transformation,no,yes,ok
8,Padding (rembourrage),AIRVOLT LAMINAT,0.95,tier3_first_transformation,Kronotex GmbH & Co,Germany,Europe_non_FR,6530.684,Formica,France,France,6349.4,-181.285,Glatfelter,tier2_second_transformation,no,yes,ok
32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",0.008,tier3_first_transformation,Toray Industries,Japan,Outside_Europe,9715.297,Yamazaki Velvet Co.,Japan,Outside_Europe,9545.794,-169.503,Lelièvre Paris,tier2_second_transformation,no,yes,ok
44,Renfort tubulaire,A6060 - Aluminium,0.404,tier1,Groupe Segnere / SEGNERE Ade,France,France,646.869,JV Group,France,France,477.879,-168.99,Safran Seats / Safran internal group,oem,no,yes,ok
15,Ens. Equipements latéraux,acier,0.0996449,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
45,Ceinture de sécurité,acier,0.72,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
46,Support clamps,acier,1.284,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
47,Accoudoir allée,acier,0.7096766,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
48,Bumper version porte,acier,0.024,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
49,Ens. Stowage latéral,acier,0.0151984,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
52,Ens. Palette optimisée,acier,0.58,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
53,Ensemble porte,acier,0.0430761,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
56,Ens. Tablette cocktail,acier,1.133,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
57,Ens. Tablette repas,acier,0.1165,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
58,Habillage sous fauteuil,acier,0.0270916,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
59,Manchette équipée,acier,0.0191495,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
60,Renfort tubulaire,acier,0.003,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
61,Stowage assemblé avec porte,acier,0.0943581,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
62,Structure ottoman horizontale,acier,0.0666443,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
63,Support écran,acier,0.05736,tier3_first_transformation,Aubert & Duval,France,France,7458.945,thyssenkrupp Materials France,France,France,7295.778,-163.167,SCHROTH Safety Products,tier2_second_transformation,no,yes,ok
