case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
supplier_stock_node_SDC-VD0914360C_1_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914360C_1_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914360C_1_4\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,supplier_buffer,ok
supplier_capacity_node_SDC-VD0914360C_0_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_0_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_0_6\simulation_output,20136655.0617,0.151314,0.086465,0.17037,0.397305,0.194546,573922.9768,18675480.5538,0.891763,5302452.7143,0.0,125170708.5655,28086079.8728,5302452.7143,104582476.3596,26723046.9311,102958558.4207,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4249803.3146,12142295.1845,2428459.0369,23301044.7312,0.0,17854202.855,4785035.1416,4728529.7375,126972860.5841,1580070.6283,11158749.5467,0.0,5464032.833,2157563.0197,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914360C_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_0_8\simulation_output,19900804.559,0.148799,0.085028,0.172598,0.402261,0.191314,588924.242,18545548.1787,0.888934,5302452.7143,0.0,124884860.2328,27800725.0988,5302452.7143,104787553.8213,28329902.8961,103076957.5858,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4136732.0464,11819234.4182,2363846.8836,23002369.0986,0.0,17883630.8449,4798356.0002,4713528.4723,127217886.3249,1580070.6283,11183134.6804,0.0,5318655.4882,2070025.431,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914360C_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914360C_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_1_2\simulation_output,20304925.842,0.150018,0.085725,0.171259,0.400118,0.192881,620659.5954,20088715.2718,0.882949,5302452.7143,0.0,122697305.3749,27464936.8763,5302452.7143,102911426.4227,24876764.7106,98237820.3654,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4120241.1009,11772117.4311,2354423.4862,22761326.5204,0.0,17511170.3505,4703610.3559,4681793.1189,125221409.9351,1919749.0885,10989209.0893,0.0,5297452.844,2336597.775,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,supplier_capacity,ok
supplier_capacity_node_SDC-VD0914360C_1_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_1_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_capacity_node_SDC-VD0914360C_1_4\simulation_output,19646448.163,0.149875,0.085643,0.172123,0.399664,0.192696,572509.2259,19389892.8065,0.892029,5302452.7143,0.0,126499327.8135,27985095.6424,5302452.7143,104673505.1489,41318000.0,102708376.0245,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4194256.6451,11983590.4146,2396718.0829,23168223.9045,0.0,17863049.4832,4816871.7379,4729943.4883,127186871.4757,0.0,11184633.4899,0.0,5392615.6866,1904909.8733,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0914360C_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_0_7\simulation_output,19433584.0434,0.148424,0.084814,0.173309,0.402623,0.190831,602092.4976,16821205.4396,0.88645,5302452.7143,0.0,123330722.4619,27744913.719,5302452.7143,104549350.9915,41318000.0,102236713.6443,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4118007.2591,11765735.0261,2353147.0052,22936462.7843,0.0,17842555.3183,4808450.9347,4700360.2167,127039114.8455,0.0,11170727.7582,0.0,5294580.7617,1854859.4288,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914360C_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_0_85\simulation_output,19335584.8866,0.149121,0.085212,0.172575,0.401366,0.191726,590267.8524,17070321.0722,0.88868,5302452.7143,0.0,125242235.6935,27883850.0757,5302452.7143,104734295.4854,41318000.0,103065417.6308,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4158054.6115,11880156.0327,2376031.2065,23071787.3082,0.0,17873131.0983,4812062.7676,4712184.8619,127253344.7714,0.0,11191631.2754,0.0,5346070.2147,1931041.7047,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914360C_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914360C_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_1_2\simulation_output,19788762.3605,0.149045,0.085169,0.172279,0.401877,0.19163,585029.9397,19533431.9233,0.889668,5302452.7143,0.0,124744072.7742,27758173.5443,5302452.7143,104531942.8977,28036513.9497,101234615.9742,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4137227.2104,11820649.1727,2364129.8345,22976025.1701,0.0,17840548.4374,4782148.3742,4717422.7746,126924694.989,1580070.6283,11155375.9974,0.0,5319292.1277,2184098.6213,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0914360C_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_lead_time_node_SDC-VD0914360C_1_5\simulation_output,19714443.3387,0.149022,0.085156,0.172299,0.401924,0.1916,585029.9397,19444285.2887,0.889668,5302452.7143,0.0,124740755.4978,27754965.1921,5302452.7143,104531942.8977,28036513.9497,101234615.9742,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4136104.2872,11817440.8205,2363488.1641,22972816.8179,0.0,17840548.4374,4782148.3742,4717422.7746,126924694.989,1580070.6283,11155375.9974,0.0,5317848.3692,2184098.6213,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,supplier_lead_time,ok
supplier_reliability_node_SDC-VD0914360C_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_0_85\simulation_output,19718716.7736,0.149503,0.08543,0.171506,0.401343,0.192218,583921.8147,19751184.325,0.889877,5302452.7143,0.0,125172523.0823,27861654.7903,5302452.7143,105341442.1173,27967706.4972,101326147.6035,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4165396.7477,11901133.5649,2380226.713,23083204.561,0.0,17875065.1199,4778450.2293,4718530.8996,127193982.3538,1580070.6283,11182070.996,594138.6755,5355510.1042,2314533.1585,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914360C_0_9,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_0_9\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_0_9\simulation_output,20310984.3017,0.151133,0.086362,0.168959,0.399233,0.194313,715528.6798,19217247.2749,0.865057,5302452.7143,0.0,122455151.2401,27852680.9324,5302452.7143,104409863.5569,16838996.3053,99278028.7518,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4209450.5133,12027001.4667,2405400.2933,23146705.9612,0.0,17698162.2815,4705974.9712,4586924.0345,126200944.6566,2163511.0181,11119704.4945,360832.5092,5412150.66,2321415.4219,0.9,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914360C_0_95,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_0_95\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_0_95\simulation_output,19754146.2636,0.149035,0.085163,0.172288,0.401899,0.191616,585029.9397,19493217.0937,0.889668,5302452.7143,0.0,124772762.9744,27756679.1674,5302452.7143,104709075.3377,28036513.9497,101409987.9204,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4136704.1785,11819154.7958,2363830.9592,22974530.7932,0.0,17840548.4374,4782148.3742,4717422.7746,126924694.989,1580070.6283,11155375.9974,177236.2369,5318619.6581,2184098.6213,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,supplier_reliability,ok
supplier_reliability_node_SDC-VD0914360C_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_reliability_node_SDC-VD0914360C_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,supplier_reliability,ok
