capacity_node::M-1430,capacity_node::M-1810,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::external_procurement_cost_multiplier_scale,factor::external_procurement_daily_cap_days_scale,factor::external_procurement_lead_days_scale,factor::external_procurement_transport_cost_scale,factor::fg_target_days_scale,factor::holding_cost_scale,factor::lead_time_scale,factor::production_gap_gain_scale,factor::production_smoothing_scale,factor::production_stock_scale,factor::purchase_cost_floor_scale,factor::review_period_scale,factor::safety_stock_days_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,is_corner_case,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
0.961261,0.860927,1.030341,1.103659,,0.94438,1.04372,1.022941,0.875268,1.886003,1.761715,0.544713,1.389737,1.022138,1.245611,0.6009,1.086904,1.169782,5.0,1.834134,0.900547,0.701772,1.281204,False,False,22255.1079,0.912196,0.027654,0.060149,918.9751,11433.7212,0.449872,9200.1253,32667.0702,1670.4738,12920.5551,15866.466,15866.466,57597.4766,1994.4398,29798.7818,31763.6793,33866.714,936.7769,903.3909,751.4987,12309.4405,1964.8975,1359.408,full_run_0562,ok
0.981038,0.835099,1.003951,1.000563,,1.075619,1.013517,1.482812,1.822128,1.720845,1.284277,0.790073,1.229463,1.031449,1.192959,1.002763,1.072161,1.320039,3.0,0.764417,0.877487,1.486379,1.33006,False,False,32278.1745,0.80827,0.07823,0.1135,314.0092,21250.9631,0.793918,15730.3848,46054.2785,1523.7068,45413.5283,50972.195,50972.195,16773.9327,6215.9337,37224.2978,42451.4522,37248.4131,1143.271,3602.8262,1209.6975,40213.3043,5227.1544,5614.502,full_run_0563,ok
0.953569,1.038044,0.922814,1.08327,,1.229604,1.287246,1.37028,1.462409,0.966357,1.159032,1.475358,0.801988,1.316754,1.450714,0.796875,1.015077,1.425441,5.0,1.795468,0.975063,1.236998,0.892551,False,False,48330.4703,0.891768,0.0556,0.052632,910.397,48506.4344,0.529934,22348.4824,41896.7992,1936.7427,32370.7348,32370.7348,32370.7348,4856.0212,2943.4424,37362.2286,39567.3526,55474.0648,1028.0227,2329.4466,1026.3457,29740.6314,2205.124,760.6094,full_run_0564,ok
0.790256,0.93917,0.710874,1.046624,,0.934483,0.860474,1.472434,1.290317,1.588668,0.887366,1.211389,1.036797,1.211613,1.100115,0.541858,1.075981,1.120464,4.0,0.621159,0.985773,0.717402,1.441958,False,False,22047.0197,0.842609,0.067378,0.090014,461.9969,14145.3388,0.592671,14005.6715,25491.8812,1134.211,18204.5353,25291.4041,25291.4041,44493.6635,2541.2895,21479.6852,23774.2988,30516.9737,762.9939,1717.5824,672.2141,21150.7701,2294.6136,305.2549,full_run_0565,ok
0.953059,0.723193,1.247928,0.818939,,1.143324,1.210027,1.633795,1.627743,1.441254,1.226821,1.5804,0.905698,0.903171,1.320341,1.111156,0.913478,1.524579,4.0,1.282575,0.832996,1.071261,1.092663,False,False,31600.3106,0.799166,0.103451,0.097383,1013.4949,19322.0994,0.459678,15678.8677,34785.658,1875.7237,31841.2693,42429.4063,42429.4063,6466.4748,5091.3142,27799.4996,31187.0307,36329.1211,1015.3716,3598.6273,862.2287,30978.9405,3387.5311,6210.8425,full_run_0566,ok
1.046335,1.054918,1.379898,0.825174,,1.038836,0.988359,1.08908,1.222915,1.053132,1.205116,0.663683,1.069897,0.980383,1.062693,0.974317,0.932506,1.434839,3.0,0.854616,0.883046,0.757646,1.158779,False,False,30150.9497,0.840799,0.069649,0.089552,686.55,24683.3032,0.579977,21585.9426,38330.5525,1634.5521,34450.1358,39193.6718,39193.6718,6086.8631,4014.8937,32228.2842,35660.8493,36536.4969,1222.1608,2669.7031,948.0021,32335.3637,3432.5651,4282.6196,full_run_0567,ok
0.89569,0.831334,1.230574,0.946493,,0.819837,0.988422,1.016144,1.054049,1.049354,0.993052,1.281061,1.0014,0.969714,0.795098,0.800589,1.111222,1.18985,4.0,1.723964,0.806246,1.040637,0.873625,False,False,16839.1999,0.858725,0.069346,0.071929,775.6363,6923.3584,0.519401,13418.6988,17425.4736,1613.8957,17785.4169,20658.1455,20658.1455,63187.9787,1440.8755,14963.69,16217.093,25986.1071,957.5809,1208.3807,838.2594,18318.1547,1253.4029,4402.1499,full_run_0568,ok
1.110373,1.159381,1.390282,1.048403,,0.955324,0.909613,0.82207,0.686969,1.386377,0.930803,1.670002,1.281293,1.072811,0.760283,0.881549,0.683156,1.07621,2.0,0.749862,0.881596,1.059374,0.980117,False,False,22469.1951,0.865882,0.057557,0.076561,569.4737,11814.9474,0.657705,24123.7527,32140.2557,1663.6947,30272.0784,38416.4238,38416.4238,141486.0018,2488.1395,27829.6748,30290.361,35697.4263,1420.8914,1849.8947,1094.221,32530.5566,2460.6861,4369.0625,full_run_0569,ok
1.209567,1.111237,1.055966,1.306955,,1.037734,0.899956,1.230646,0.685783,1.566331,1.331096,0.543195,1.146671,0.980416,0.78198,1.438442,0.658467,0.979759,3.0,1.558333,0.900241,1.335762,1.179771,False,False,27934.3245,0.866692,0.049725,0.083583,429.1749,9950.6093,0.730907,14479.1675,34251.2256,1594.8937,22976.4922,29337.2123,29337.2123,130063.1158,2929.8431,29685.2736,32548.0895,42628.9848,1287.7941,1703.136,1165.7188,26058.7046,2862.8159,2887.6604,full_run_0570,ok
0.917413,1.170169,0.70188,1.008153,,1.242098,0.994042,0.949087,0.832088,0.907924,0.899577,0.879455,0.975083,1.076805,1.418971,1.130637,0.594949,1.165187,1.0,1.204699,0.81079,1.680737,0.96085,False,False,32188.0409,0.799161,0.087735,0.113104,18.4856,23302.9217,0.9855,34801.1586,36116.7421,1274.8835,63516.2998,66840.4841,66840.4841,30447.2158,4339.2657,28863.0911,32948.0325,37068.6757,1270.6387,3168.7096,1256.3979,56768.8261,4084.9414,13247.8565,full_run_0571,ok
1.081316,1.282494,0.885371,1.326138,,1.108981,0.976185,1.298337,1.547293,1.172056,1.079772,1.00293,0.989334,0.874521,1.338802,1.422508,0.808078,1.591882,4.0,1.689762,0.774997,0.618268,0.874427,False,False,27922.0934,0.809451,0.107713,0.082837,977.0997,19716.7809,0.396528,18934.1629,33072.462,1619.1314,42322.7596,49153.4892,49153.4892,36503.6289,4609.956,26770.5239,29510.136,39089.1599,1038.4432,3562.326,642.0317,30812.5327,2739.6121,8945.7279,full_run_0572,ok
1.076752,0.908726,0.771223,0.754618,,1.159202,0.919297,1.696302,1.130038,0.84922,1.789529,0.820957,1.378659,1.419168,1.344282,0.666177,1.253943,1.249597,5.0,1.142579,0.932251,1.011154,0.815232,False,False,60204.6009,0.967537,0.015159,0.017304,406.1184,60455.8877,0.613965,12079.7682,84933.0062,1052.0258,17955.5621,17955.5621,17955.5621,0.0,1965.1578,82175.8349,83645.5248,60277.3776,583.1794,1287.4814,645.9074,15801.7411,1469.6898,1148.3519,full_run_0573,ok
0.788328,0.95194,1.00178,1.231175,,1.082425,1.114745,1.559023,1.097171,0.747894,1.501907,1.328468,1.024562,1.303841,1.077282,0.890665,0.554695,0.772225,4.0,1.376176,0.970964,1.442283,1.201094,False,False,28810.823,0.85935,0.050404,0.090246,713.7437,10428.5019,0.617681,12105.3839,31436.2278,1866.8816,21333.5775,24816.8778,24816.8778,71677.9258,2794.982,27014.7192,29851.7108,38909.1633,1194.1273,1584.517,1153.1379,26230.6684,2836.9916,784.4098,full_run_0574,ok
1.103465,1.273033,1.122767,1.013869,,1.010324,1.318796,1.308939,0.857137,0.793855,0.999701,1.174427,1.413326,1.432842,0.941752,1.679224,0.879566,1.636047,6.0,1.756469,0.858308,1.267758,0.812976,False,False,44852.8137,0.963289,0.022371,0.01434,1270.2192,30788.9225,0.398952,11329.6596,63626.1685,2113.3403,15431.5393,15431.5393,15431.5393,54123.1358,1399.4052,61290.374,62202.7654,57145.5937,1283.6625,1423.4031,843.1211,14848.7713,912.3915,2451.2787,full_run_0575,ok
0.996629,0.898752,0.756543,0.989268,,0.79625,1.392523,1.686531,1.176237,1.769661,1.065315,0.906548,1.184757,1.232209,0.899571,1.12789,0.935259,1.145127,4.0,0.626557,0.790852,0.954032,0.921323,False,False,19301.8446,0.860997,0.076951,0.062051,1135.9388,6380.7361,0.376991,12100.9518,24911.8091,1823.3115,17994.6172,24917.4712,24917.4712,92047.9105,2419.633,21449.0028,22994.8156,32488.8193,1059.9188,1916.9935,687.3727,18277.1699,1545.8128,4833.5637,full_run_0576,ok
0.972305,1.048598,1.384958,1.132746,,1.070403,0.961363,1.325078,1.950821,1.527354,1.156976,0.622212,0.875438,1.007997,0.787818,1.445278,1.15736,0.914805,3.0,1.805957,0.934216,1.669729,1.027857,False,False,29452.9823,0.769496,0.099298,0.131206,507.6653,22152.2601,0.720344,31800.2908,30619.0122,1815.3206,40609.6601,52732.2344,52732.2344,4726.024,4625.6861,23561.2031,27578.5923,35405.2665,1465.0642,3040.4198,1307.6554,44660.1468,4017.3893,3144.8007,full_run_0577,ok
1.135989,0.8804,1.01868,0.974593,,0.961233,1.131141,1.320448,1.090965,1.825498,1.812021,1.052835,1.012763,1.09576,1.586384,0.922553,0.787863,1.287521,5.0,1.487327,0.885526,0.757412,1.13658,False,False,35152.276,0.899387,0.037417,0.063196,1030.3621,29266.6389,0.390681,11160.3326,39227.535,1691.0046,18494.8804,22894.3576,22894.3576,29172.0226,2957.1607,35280.7358,37759.7552,42659.7628,843.6638,1467.7797,660.6425,15641.1446,2479.0194,2021.967,full_run_0578,ok
0.945579,1.12143,0.669561,1.101324,,1.068544,1.102322,1.039133,1.128221,1.323589,0.782237,1.584459,0.978325,1.119707,1.530989,1.381801,0.710258,1.769831,4.0,1.056016,0.894739,1.591391,1.020016,False,False,36108.9636,0.898567,0.053657,0.047775,361.3172,27019.6645,0.753209,14749.3604,36254.3671,1464.0641,25481.8923,29714.321,29714.321,58832.9514,2213.4563,32576.9841,34309.0515,40074.4777,881.1685,1945.3155,1102.7469,23284.9046,1732.0675,2739.3378,full_run_0579,ok
0.785398,1.085612,1.213383,0.928374,,1.082403,1.189309,1.156117,1.845208,1.745526,1.196839,1.731809,1.083407,1.159168,1.232018,1.44979,0.85756,1.123663,4.0,1.489522,0.802935,1.080553,1.015612,False,False,25153.1546,0.825971,0.0787,0.095329,974.9212,14521.2965,0.489679,19057.9634,31471.9767,1910.4081,29805.6293,41621.0244,41621.0244,32648.084,3798.8348,25994.9423,28995.1245,34138.4953,1241.7774,2476.8522,935.487,28920.3454,3000.1823,7097.9443,full_run_0580,ok
0.775128,1.07023,1.048358,1.042851,,1.079058,1.030594,1.167825,1.735883,0.924986,1.092979,0.96273,1.268916,0.969021,1.010764,1.046463,1.327282,1.184337,2.0,1.204535,0.930317,1.695498,0.810763,False,False,25485.2316,0.830159,0.08549,0.084352,224.2887,18779.736,0.861241,32211.2649,34713.4915,1616.3906,40409.0179,49443.0129,49443.0129,855.9179,3719.3375,28817.7051,31745.8473,26874.6747,1334.7143,2967.6442,1392.1019,44010.6297,2928.1422,3296.5029,full_run_0581,ok
0.913903,1.119309,1.069768,1.212241,,1.178353,0.896368,0.918815,1.759325,1.73922,1.419896,0.798751,1.106654,0.800383,0.935468,0.748031,1.193874,1.171456,2.0,1.253507,0.891224,1.028832,1.40157,False,False,22109.3079,0.70372,0.092582,0.203699,278.6981,21737.3858,0.818336,38982.5422,32565.9166,1534.1399,53595.3764,53779.2938,53779.2938,23101.2079,6180.07,22917.2807,29550.9098,28456.6818,1302.8977,3015.0069,1255.4418,51415.1294,6633.6291,6275.3383,full_run_0582,ok
0.949566,0.874228,0.866617,1.03578,,0.903701,0.926253,1.298883,1.022123,1.943886,1.383231,1.745566,1.082321,1.16521,1.344243,1.419363,1.062707,1.170748,6.0,1.32168,0.869945,1.158052,1.021612,False,False,35462.6727,0.951806,0.020324,0.02787,577.9519,29682.0309,0.56268,8414.9921,38410.9139,1321.5757,10251.5537,13489.7506,13489.7506,29143.9295,1269.8717,36559.7556,37630.2664,38349.2872,662.9,780.6476,743.6238,8964.8326,1070.5108,1340.2242,full_run_0583,ok
0.970046,0.817903,0.635892,0.744921,,0.82532,0.802003,0.735015,1.443226,0.822753,1.289021,2.051338,1.02139,1.035481,1.228025,0.652889,0.686332,1.662313,2.0,1.19044,0.800782,1.262637,1.03134,False,False,28238.9653,0.858828,0.054389,0.086783,37.2733,25902.4533,0.955123,18044.9056,31367.2574,830.5621,31223.4897,35010.9076,35010.9076,11.3354,2893.0975,26939.0727,29661.2142,26765.9168,714.0734,1706.0431,793.2888,25425.0842,2722.1416,6325.2351,full_run_0584,ok
1.184824,1.049631,0.838005,1.065727,,0.979004,0.852621,1.176717,1.005972,1.771294,1.042177,1.090171,1.479656,0.849865,1.25448,1.14518,0.916114,0.861918,6.0,1.336779,0.801222,1.06617,0.993434,False,False,38492.9511,0.968742,0.012685,0.018573,525.6696,34235.5315,0.568193,9216.6156,56560.1924,1217.3714,13302.3056,17606.2359,17606.2359,21787.5425,1211.9897,54792.2516,55842.7317,41131.069,630.9693,717.4607,691.7018,9755.593,1050.4801,2420.2996,full_run_0585,ok
1.133868,1.081437,1.306221,1.03789,,1.148417,0.896604,1.335829,1.182382,1.084169,1.819045,0.910411,1.124677,1.059295,0.675759,1.152843,1.160084,0.779657,3.0,1.426089,0.793575,1.063238,1.349759,False,False,38626.1421,0.821787,0.049914,0.128298,605.0208,31280.8434,0.616178,22620.0984,51934.1147,1576.3045,45491.8794,51210.9944,51210.9944,19187.6094,6928.338,42678.8032,49341.8699,46313.793,1340.7196,2592.2448,971.2836,36641.482,6663.0667,9531.1948,full_run_0586,ok
0.787679,0.882818,0.953089,0.856662,,0.73544,1.338551,1.286112,0.532063,1.360207,1.317512,1.478387,1.243371,0.690647,0.991907,1.638571,1.269217,0.880667,4.0,0.978808,0.98759,1.647502,1.098784,False,False,17369.4994,0.920158,0.031823,0.048018,581.464,12534.6388,0.679957,8274.0837,18537.3791,1816.833,7118.7259,8231.9869,8231.9869,68704.6793,708.4218,17057.3262,17947.4615,16286.0051,764.1404,589.9176,1235.369,10847.8175,890.1353,136.3131,full_run_0587,ok
0.960394,0.975897,1.339421,0.786065,,0.924744,0.94189,1.006101,1.597241,1.112335,1.144308,0.97922,0.967192,0.976614,1.389106,1.370939,0.730172,1.464507,3.0,0.694944,0.924274,1.119586,1.001488,False,False,29050.9281,0.856586,0.067521,0.075894,510.3848,29480.0666,0.660079,23177.7433,31936.1935,1501.4805,28480.7793,33135.0957,33135.0957,1673.7646,2924.2764,27356.0835,29779.8347,29860.1821,1039.716,2156.3587,991.0957,27176.3835,2423.7512,2226.5679,full_run_0588,ok
0.944449,1.135981,1.209161,1.14167,,0.992281,1.156699,0.934203,1.230834,1.099394,0.873348,1.049545,0.769516,1.15958,1.031856,1.017063,1.044922,0.784041,3.0,0.801991,0.926996,1.128408,1.231188,False,False,23255.6292,0.776694,0.081692,0.141614,866.4532,11184.1277,0.575144,18247.1796,21870.8665,2039.4029,35083.1942,39402.4633,39402.4633,74055.8635,2772.7559,16986.972,20084.2023,35222.8686,1422.5892,1786.6642,1172.9497,34421.9833,3097.2303,2710.845,full_run_0589,ok
0.947966,1.036991,0.935686,1.114022,,1.248651,1.030493,1.195361,0.628673,1.07339,1.347773,2.438346,1.358417,0.928278,1.392306,1.140742,1.164588,1.025992,2.0,1.564747,0.855923,1.225241,1.127935,False,False,23128.789,0.827332,0.066926,0.105742,437.8634,13847.0766,0.723599,25509.2069,34559.2587,1584.1573,33730.9637,39284.4325,39284.4325,144644.1659,3929.6101,28591.9978,32246.3594,35801.5534,1296.1586,2312.8993,1146.2939,34087.8326,3654.3616,5737.9842,full_run_0590,ok
0.857289,1.244177,1.277766,1.230377,,1.187219,1.064808,0.860288,0.622111,1.018233,1.392102,1.227538,0.805943,0.95689,0.729777,1.582767,0.75458,1.087339,5.0,1.963683,0.884778,1.070803,1.322927,False,False,21889.4428,0.863476,0.047221,0.089303,1056.5053,10159.7787,0.472543,10532.9288,18355.3428,2003.0181,13133.8095,13133.8095,13133.8095,90047.4333,1376.4433,15849.4001,17488.5836,37753.5576,1306.8871,866.7592,946.5127,14648.9159,1639.1835,1907.6846,full_run_0591,ok
1.005356,0.795557,1.263153,1.087276,,1.09233,1.131207,1.688541,1.4309,1.427501,1.194708,0.834319,0.986611,1.036405,1.131742,1.2849,0.744776,1.308664,2.0,1.160096,0.897807,1.610827,0.779128,False,False,29557.799,0.756953,0.14203,0.101016,608.3207,26748.4925,0.694942,41956.654,36436.6808,1994.1163,50980.1835,63563.7117,63563.7117,20832.7153,6343.8884,27580.8663,31261.5623,36704.1314,1424.6444,5175.1186,1385.7955,51904.7144,3680.6959,5908.0609,full_run_0592,ok
0.905943,0.831876,1.021472,1.304279,,1.107246,1.328044,1.002516,1.074563,0.990663,1.438545,0.918498,0.950247,1.15552,0.950405,1.099219,0.652036,1.202821,2.0,0.897824,0.986258,1.388612,1.103522,False,False,25597.8986,0.729174,0.09775,0.173076,860.9269,18313.6333,0.628354,33815.9229,31341.5192,2316.5247,48010.1611,54905.6273,54905.6273,26364.5223,5381.4483,22853.4335,28277.8943,35499.9041,1423.3762,3063.6249,1455.5979,53820.976,5424.4608,749.9132,full_run_0593,ok
1.033036,1.027748,0.786376,1.181605,,0.991946,1.013149,1.516169,0.709969,1.03907,1.142878,1.72086,1.431968,0.758904,1.102843,1.282641,0.827011,1.680694,4.0,2.146241,0.898865,0.756697,0.936323,False,False,17542.192,0.868243,0.075337,0.056419,716.0637,7710.7169,0.521154,13950.3923,25924.467,1495.3935,17347.3836,20053.396,20053.396,89273.3963,2227.6574,22508.7447,23971.386,31268.3014,943.7959,1953.081,779.3298,19344.8849,1462.6413,2176.5726,full_run_0594,ok
1.176711,1.07792,1.002787,1.33579,,1.16568,0.892848,1.164102,1.326739,1.357458,0.943929,1.118184,0.969359,0.904037,1.625156,1.435252,0.639543,1.263105,2.0,2.072806,0.929772,0.835931,1.278745,False,False,33013.4497,0.78268,0.09158,0.12574,478.6923,33986.0953,0.694321,39297.3908,39709.6161,1565.9953,50655.6087,63826.7003,63826.7003,19563.5788,5675.6831,31079.9408,36073.0206,41892.85,1289.905,3636.5955,1087.303,45933.6332,4993.0798,3469.482,full_run_0595,ok
1.187418,0.827313,1.324583,1.182435,,1.026398,0.809508,0.870817,0.624215,1.05368,1.537687,1.865351,1.207734,1.105649,0.569324,1.588669,0.957296,1.180355,3.0,1.433974,0.975128,1.390284,1.211182,False,False,36858.6263,0.908672,0.0289,0.062429,260.0787,21880.9412,0.82913,16250.4197,46922.335,1522.0883,22811.841,25603.4952,25603.4952,104217.4362,2620.7784,42636.9929,45566.3008,45078.3774,1255.41,1356.0342,1262.0096,25238.1705,2929.3079,643.7347,full_run_0596,ok
1.025493,0.926163,0.716349,1.344974,,0.856502,0.931115,1.429597,0.57626,1.597528,1.064002,1.384131,1.152487,1.008344,1.042936,0.640112,0.855293,1.394662,3.0,1.528011,0.954321,1.375779,1.263629,False,False,20318.1253,0.868952,0.059589,0.071459,287.8746,10225.2808,0.800017,12122.1332,23409.4979,1439.4966,13743.692,17479.2333,17479.2333,126736.0599,1822.6616,20341.7268,22014.5511,29512.8553,902.8395,1394.9469,1151.622,17422.8173,1672.8243,833.9509,full_run_0597,ok
1.162896,1.143561,0.831707,0.882652,,1.091739,0.835283,1.094701,0.644607,1.353444,0.772493,1.500287,1.260286,0.887287,1.028034,0.966921,1.233393,0.977948,2.0,1.478705,0.961665,1.250942,1.500072,False,False,33026.3385,0.875533,0.043376,0.08109,0.0,28852.543,1.0,21770.7398,44277.9427,1073.9812,34970.1213,39495.1144,39495.1144,22384.0974,3066.7545,38766.8136,42357.3272,35719.3066,948.5557,1920.6155,1073.9812,35837.8413,3590.5136,1428.6094,full_run_0598,ok
0.822465,0.980099,0.953162,1.167722,,0.949521,1.00372,1.253392,1.048279,1.004437,1.480901,2.097195,1.195677,0.740182,1.367304,0.919935,0.739224,0.942035,4.0,1.596595,0.840621,0.982447,1.10683,False,False,15261.0895,0.823596,0.066657,0.109748,765.9838,10683.6443,0.520235,16161.7952,19752.0117,1596.5803,18911.439,21975.808,21975.808,53237.7456,2297.6822,16267.6723,18435.4104,22332.9406,865.8306,1316.6013,830.5965,19650.8479,2167.7381,3725.7367,full_run_0599,ok
1.183199,0.952651,0.885207,0.958247,,1.026622,0.835014,1.242014,1.164986,1.869099,1.198899,0.892224,0.972288,0.940422,1.063253,0.949362,0.970067,1.249512,2.0,1.186258,0.917545,0.866247,1.068364,False,False,29510.5217,0.812095,0.085562,0.102343,263.0359,25194.8795,0.772161,25985.4836,33824.0877,1154.4824,39318.5203,40497.6835,40497.6835,16748.3171,4080.7586,27468.3829,30930.0467,36053.0623,1015.1514,2894.041,891.4465,39981.1171,3461.6638,3592.8952,full_run_0600,ok
1.214297,1.044091,0.867895,1.247954,,0.749115,0.999825,1.765244,0.951057,2.128309,1.011583,1.056972,1.063245,0.888874,1.035334,1.249809,1.18376,1.410855,3.0,1.089439,0.829212,0.603303,0.949413,False,False,12035.0261,0.72745,0.162983,0.109567,801.0469,6835.8865,0.49512,17052.2283,16378.7122,1586.609,20344.2195,29963.6926,29963.6926,106617.1449,3287.1922,11914.6946,13709.2585,27047.3952,943.2966,2669.4537,785.5622,20335.75,1794.5639,4188.4368,full_run_0601,ok
0.917595,1.240738,1.155266,1.140598,,0.722604,0.796572,1.591495,1.018075,1.367275,0.904067,1.390894,1.139915,1.027768,1.516665,0.73535,0.735709,0.970977,1.0,1.108277,0.982891,0.569946,0.870524,False,False,15375.0934,0.744645,0.144338,0.111017,361.1514,11033.1795,0.736696,27345.6247,23526.0093,1371.6157,37980.5526,45708.273,45708.273,29707.7549,4009.9306,17518.5347,20130.3149,21334.9543,1143.6056,3395.6944,1010.4643,40884.185,2611.7802,711.6634,full_run_0602,ok
1.018737,0.998004,0.764627,0.7698,,0.927892,0.809954,0.932646,1.17357,1.988854,1.694679,1.490993,1.40652,1.490927,1.088966,0.719852,1.109444,0.96959,2.0,1.493867,0.794995,1.015697,1.23913,False,False,36808.8863,0.893675,0.030951,0.075373,243.1721,27531.3514,0.739117,11605.2677,56359.5529,932.1115,34351.8582,35831.121,35831.121,13948.3536,4163.9847,50367.151,54615.1671,42335.3063,816.0704,1744.3858,688.9394,30656.9976,4248.0161,7905.5061,full_run_0603,ok
1.002707,1.084953,1.002923,1.098141,,0.938156,0.946255,1.090534,1.432221,1.270946,0.956074,1.88913,0.96012,1.042018,0.995663,0.851196,0.982085,1.387613,4.0,1.429306,0.787981,0.680278,1.088999,False,False,25227.7342,0.837686,0.079105,0.083209,843.1352,15887.1532,0.434557,15553.5173,28452.699,1491.1067,30945.8144,35985.4695,35985.4695,52315.1312,3118.6366,23834.4418,26201.9547,35357.0104,1054.052,2250.7443,647.9715,24089.6649,2367.5129,6481.713,full_run_0604,ok
0.963221,1.064916,0.865642,0.971001,,0.995678,1.023063,1.169024,0.428207,1.552201,1.069345,0.887684,0.747775,1.035533,1.386138,0.540505,0.821441,1.646028,2.0,2.006505,0.987791,1.315149,0.927332,False,False,22790.6976,0.818824,0.096631,0.084545,118.0403,11388.9458,0.916239,14120.2743,18466.1946,1409.2511,17251.0902,21822.3917,21822.3917,185113.6783,1956.038,15120.5623,16681.7871,32973.5094,1096.4625,1784.4075,1291.2108,22437.9668,1561.2248,277.3311,full_run_0605,ok
1.005913,1.028127,1.315308,0.677526,,1.179141,0.844174,1.733037,1.31326,1.1318,1.66198,1.080807,0.85821,0.903432,0.773444,1.412305,0.996408,1.649596,4.0,0.881104,0.920291,1.045181,1.031616,False,False,40444.8951,0.86241,0.0717,0.065891,379.1201,36645.9497,0.699522,18013.7005,39733.3606,1261.724,22386.3073,26041.1279,26041.1279,1854.3525,3941.8328,34266.4328,36884.4939,39887.0294,972.1918,2848.8667,882.6039,23920.8774,2618.0611,2071.8547,full_run_0606,ok
1.098735,1.13575,1.086588,1.302736,,0.956231,1.2873,1.40205,0.657477,1.562597,1.098426,1.055774,1.017443,1.240663,1.072866,1.061428,0.97256,1.658141,4.0,1.404752,0.953447,0.641262,0.890981,False,False,23051.5703,0.87799,0.071349,0.050661,1294.1914,3720.585,0.438975,11150.9247,26266.2739,2306.8326,14330.9146,19609.1534,19609.1534,151316.4017,2035.4753,23061.529,24392.2036,45349.1571,1392.6494,1874.0702,1012.6412,18620.9541,1330.6746,909.1866,full_run_0607,ok
0.971538,0.906084,0.91691,0.97911,,1.011271,0.996537,1.032256,1.10206,2.0303,0.930551,1.19975,1.059786,1.144102,1.005012,1.233198,1.021108,1.342876,3.0,2.023804,0.945046,1.099472,1.282162,False,False,26263.1578,0.836597,0.067879,0.095524,443.7866,18013.9412,0.686833,16717.6361,30559.7989,1417.0906,28341.9236,36355.4715,36355.4715,75899.6396,3122.4772,25566.248,28485.4336,36942.8229,1122.7718,2074.3652,973.3039,27795.7027,2919.1856,1616.3076,full_run_0608,ok
0.864872,0.735624,1.010424,1.273645,,1.167452,0.832948,1.123609,1.352504,1.323278,1.115909,2.418057,1.174323,1.345966,1.120925,1.137286,0.849867,1.030056,5.0,2.286865,0.9901,1.182984,1.190485,False,False,40826.1066,0.927028,0.026349,0.046622,487.8623,35012.1846,0.658092,18192.0799,49347.4093,1426.883,20540.363,25572.5198,25572.5198,12317.594,2149.6794,45746.4439,48047.1396,47416.9035,877.3477,1300.2698,939.0207,24174.6724,2300.6957,241.7223,full_run_0609,ok
0.886242,1.261531,0.948994,1.242221,,1.088233,0.864759,1.617476,1.391149,2.003628,1.687679,0.9939,0.960082,1.084514,0.985802,0.916413,0.956371,1.47791,1.0,0.626328,0.978913,1.003616,1.128755,False,False,26418.3415,0.661614,0.159144,0.179242,79.9615,25224.0118,0.943735,36461.4764,36267.4784,1421.1547,58312.2311,58561.2693,58561.2693,49231.82,8889.0542,23995.072,30495.7184,31031.048,1303.362,5771.7601,1341.1932,55456.7799,6500.6464,1194.6078,full_run_0610,ok
1.118139,1.190432,1.320528,0.759903,,1.249224,1.098253,1.660722,1.34689,1.742493,1.733312,1.879552,0.994264,1.170125,1.454543,1.224618,1.088996,1.286157,1.0,1.883474,0.934768,1.147689,1.145222,False,False,52872.5323,0.807112,0.088575,0.104313,409.25,50521.934,0.761179,37970.3467,65039.5626,1713.6297,59471.1401,59800.7755,59800.7755,16121.0301,9122.3219,52494.2189,59278.7054,50480.3537,1672.2421,5760.8572,1304.3797,53578.0214,6784.4865,3738.8972,full_run_0611,ok
1.243356,0.951231,1.047329,1.215274,,0.894219,1.215254,0.944628,1.754089,1.153549,1.258857,1.171594,1.474737,0.837304,1.134371,0.966026,1.05252,1.073994,6.0,0.953925,0.960057,0.879749,1.174734,False,False,26811.9454,0.899323,0.034428,0.066249,1067.4266,29565.1621,0.482392,24559.5229,41821.5076,2062.228,29932.0163,29932.0163,29932.0163,14617.7022,2651.6676,37611.0244,40381.6591,39135.894,1087.7328,1439.8485,994.8014,25833.2274,2770.6348,1074.7868,full_run_0612,ok
