record_index,system,component,family,mass_kg,source_mass_kg,fallback_path_count,best_fallback_class,fallback_class_counts,scenario_type,scenario_id,disrupted_role,disrupted_supplier,disrupted_edge,from_name,to_name,disrupted_mode
6,Ens. Stowage latéral,cuir,textile_leather,0.112,0.112,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T3->T2::Gruppo Mastrotto->Maison Fichet,,,T3->T2,Gruppo Mastrotto,Maison Fichet,
76,Manchette acc. Mobile,cuir,textile_leather,0.039,0.039,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T3->T2::Gruppo Mastrotto->Maison Fichet,,,T3->T2,Gruppo Mastrotto,Maison Fichet,
77,Manchette équipée,cuir,textile_leather,0.06,0.06,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T3->T2::Gruppo Mastrotto->Maison Fichet,,,T3->T2,Gruppo Mastrotto,Maison Fichet,
6,Ens. Stowage latéral,cuir,textile_leather,0.112,0.112,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,lane_disruption,lane::T2->T1::Maison Fichet->MGA Villeneuve St Lot,,,T2->T1,Maison Fichet,MGA Villeneuve St Lot,
76,Manchette acc. Mobile,cuir,textile_leather,0.039,0.039,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,lane_disruption,lane::T2->T1::Maison Fichet->MGA Villeneuve St Lot,,,T2->T1,Maison Fichet,MGA Villeneuve St Lot,
77,Manchette équipée,cuir,textile_leather,0.06,0.06,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,lane_disruption,lane::T2->T1::Maison Fichet->MGA Villeneuve St Lot,,,T2->T1,Maison Fichet,MGA Villeneuve St Lot,
7,lightning,lightning,electronics_cots,0.8,0.8,0,no_topology_fallback,,lane_disruption,lane::T4->T3::COTS electronics component market basket->COTS electronics PCB/subassembly package,,,T4->T3,COTS electronics component market basket,COTS electronics PCB/subassembly package,
7,lightning,lightning,electronics_cots,0.8,0.8,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T3->T2::COTS electronics PCB/subassembly package->e2ip technologies,,,T3->T2,COTS electronics PCB/subassembly package,e2ip technologies,
7,lightning,lightning,electronics_cots,0.8,0.8,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,lane_disruption,lane::T2->T1::e2ip technologies->Thales,,,T2->T1,e2ip technologies,Thales,
73,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,0.2,0,no_topology_fallback,,lane_disruption,lane::T2->T1::e2ip technologies->Thales,,,T2->T1,e2ip technologies,Thales,
7,lightning,lightning,electronics_cots,0.8,0.8,5,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=5,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,1.5,1,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=1,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
73,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,0.2,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,1.928,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,0.0,2.378,4,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=4,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
126,Powerbox,powerbox,electronics_cots,1.5,1.5,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
130,Remote extender unit,télécommande,general,0.07,0.07,2,candidate_requires_site_validation,candidate_requires_site_validation=2,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,0.45,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T1->OEM::Thales->Safran Seats / Safran internal group,,,T1->OEM,Thales,Safran Seats / Safran internal group,
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,0.95,22,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=22,lane_disruption,lane::T4->T3::Klabin S.A.->Kronotex GmbH & Co,,,T4->T3,Klabin S.A.,Kronotex GmbH & Co,
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,0.95,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=20,lane_disruption,lane::T3->T2::Kronotex GmbH & Co->Glatfelter,,,T3->T2,Kronotex GmbH & Co,Glatfelter,
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,0.95,12,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=12,lane_disruption,lane::T2->T1::Glatfelter->Celso SAS,,,T2->T1,Glatfelter,Celso SAS,
8,Padding (rembourrage),AIRVOLT LAMINAT,general,0.95,0.95,23,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=23,lane_disruption,lane::T1->OEM::Celso SAS->Safran Seats / Safran internal group,,,T1->OEM,Celso SAS,Safran Seats / Safran internal group,
137,Padding (rembourrage),ULTRA LEATHER SMOKE,textile_leather,0.0,0.099,1,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=1,lane_disruption,lane::T1->OEM::Celso SAS->Safran Seats / Safran internal group,,,T1->OEM,Celso SAS,Safran Seats / Safran internal group,
9,Stowage assemblé avec porte,Silicone,rubber_silicone,0.0007,0.0007,6,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=6,lane_disruption,lane::T4->T3::Shin-Etsu Silicones->Saint-Gobain,,,T4->T3,Shin-Etsu Silicones,Saint-Gobain,
129,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,0.0007,16,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=16,lane_disruption,lane::T4->T3::Shin-Etsu Silicones->Saint-Gobain,,,T4->T3,Shin-Etsu Silicones,Saint-Gobain,
9,Stowage assemblé avec porte,Silicone,rubber_silicone,0.0007,0.0007,9,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=9,lane_disruption,lane::T3->T2::Saint-Gobain->Silicone Engineering,,,T3->T2,Saint-Gobain,Silicone Engineering,
129,Ens. Tablette repas,Silicone50 shore,rubber_silicone,0.0007,0.0007,20,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=20,lane_disruption,lane::T3->T2::Saint-Gobain->Silicone Engineering,,,T3->T2,Saint-Gobain,Silicone Engineering,
9,Stowage assemblé avec porte,Silicone,rubber_silicone,0.0007,0.0007,10,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=10,lane_disruption,lane::T2->T1::Silicone Engineering->MGA Villeneuve St Lot,,,T2->T1,Silicone Engineering,MGA Villeneuve St Lot,
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,1.5,1,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=1,lane_disruption,lane::T4->T3::Thales - COTS electronics component market basket->Thales - COTS electronics subassembly/PCB package,,,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,
73,SFCU (Seat Function Control Unit),Clavier,electronics_cots,0.2,0.2,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T4->T3::Thales - COTS electronics component market basket->Thales - COTS electronics subassembly/PCB package,,,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,
78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,1.928,1.928,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Thales - COTS electronics component market basket->Thales - COTS electronics subassembly/PCB package,,,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,
121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,0.0,2.378,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Thales - COTS electronics component market basket->Thales - COTS electronics subassembly/PCB package,,,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,
126,Powerbox,powerbox,electronics_cots,1.5,1.5,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Thales - COTS electronics component market basket->Thales - COTS electronics subassembly/PCB package,,,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,
153,Support écran Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,0.45,0.45,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Thales - COTS electronics component market basket->Thales - COTS electronics subassembly/PCB package,,,T4->T3,Thales - COTS electronics component market basket,Thales - COTS electronics subassembly/PCB package,
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,1.5,0,no_topology_fallback,,lane_disruption,lane::T3->T2::Thales - COTS electronics subassembly/PCB package->3M,,,T3->T2,Thales - COTS electronics subassembly/PCB package,3M,
10,System IFE (In-Flight Entertainment) est un ensemble d'équipements et de logiciels qui permet aux passagers d'occuper leur temps à bord d'un avion.,System IFE boitier ref FJKL1-3K1100-01ATAB,electronics_cots,1.5,1.5,0,no_topology_fallback,,lane_disruption,lane::T2->T1::3M->Thales,,,T2->T1,3M,Thales,
11,Coussin ottoman,tissu,textile_leather,0.339,0.339,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
131,Coussin têtière,tissu,textile_leather,0.191,0.191,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
132,Ens. Coussin assise,tissu,textile_leather,0.42,0.42,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
133,Ens.coussin dossier version têtière,tissu,textile_leather,0.748,0.748,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
134,Ens. Coussin dossier,tissu,textile_leather,0.743,0.743,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
135,Ens. Tablette cocktail,tissu,textile_leather,0.002,0.002,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
136,Ens. Têtière,tissu,textile_leather,0.002,0.002,72,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
140,Coussin têtière,velcro,textile_leather,0.007,0.007,72,candidate_requires_material_source,candidate_requires_material_source=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
141,Ens.coussin dossier version têtière,velcro,textile_leather,0.005,0.005,72,candidate_requires_material_source,candidate_requires_material_source=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
142,Ens. Coussin dossier,velcro,textile_leather,0.006,0.006,72,candidate_requires_material_source,candidate_requires_material_source=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
143,Manchette équipée,velcro,textile_leather,0.006,0.006,72,candidate_requires_material_source,candidate_requires_material_source=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
149,Ens. Structure porte,velcro,textile_leather,0.0,0.085,72,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=72,lane_disruption,"lane::T4->T3::DuPont de Nemours - fiber/polymer source assumption->Zhejiang Yuxin Textile Co.,Ltd.",,,T4->T3,DuPont de Nemours - fiber/polymer source assumption,"Zhejiang Yuxin Textile Co.,Ltd.",
11,Coussin ottoman,tissu,textile_leather,0.339,0.339,80,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=80,lane_disruption,"lane::T3->T2::Zhejiang Yuxin Textile Co.,Ltd.->DuPont de Nemours",,,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,
131,Coussin têtière,tissu,textile_leather,0.191,0.191,80,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=80,lane_disruption,"lane::T3->T2::Zhejiang Yuxin Textile Co.,Ltd.->DuPont de Nemours",,,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,
132,Ens. Coussin assise,tissu,textile_leather,0.42,0.42,80,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=80,lane_disruption,"lane::T3->T2::Zhejiang Yuxin Textile Co.,Ltd.->DuPont de Nemours",,,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,
133,Ens.coussin dossier version têtière,tissu,textile_leather,0.748,0.748,80,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=80,lane_disruption,"lane::T3->T2::Zhejiang Yuxin Textile Co.,Ltd.->DuPont de Nemours",,,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,
134,Ens. Coussin dossier,tissu,textile_leather,0.743,0.743,80,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=80,lane_disruption,"lane::T3->T2::Zhejiang Yuxin Textile Co.,Ltd.->DuPont de Nemours",,,T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,
