record_index,system,component,family,mass_kg,source_mass_kg,fallback_path_count,best_fallback_class,fallback_class_counts,scenario_type,scenario_id,disrupted_role,disrupted_supplier,disrupted_edge,from_name,to_name,disrupted_mode
84,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,0.02,150,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=150,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
85,Structure ottoman horizontale,Ertalon,polymer_plastic,0.000273,0.0002725,150,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=150,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,8.439,15,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=15,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
111,Ceinture de sécurité,nylon,textile_leather,0.18,0.18,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
112,Support clamps,nylon,textile_leather,1.284,1.284,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
113,Ens. Stowage latéral,nylon,textile_leather,0.016417,0.016416667,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
114,Ens. Palette optimisée,nylon,textile_leather,0.002188,0.0021875,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
115,Ensemble porte,nylon,textile_leather,0.0004,0.0004003,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
117,Ens. Tablette cocktail,nylon,textile_leather,0.002,0.002,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
118,Ens. Tablette repas,nylon,textile_leather,0.0002,0.0002,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
119,Ens. Têtière,nylon,textile_leather,0.003,0.003,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
120,Stowage assemblé avec porte,nylon,textile_leather,0.000375,0.000375,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
139,Ens. Structure fixe,nylon,textile_leather,0.014542,0.0145416,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
159,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,60,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=60,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
163,Siége,11% Moulage plastique,polymer_plastic,0.0,12.756301898,12,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=12,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
172,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,60,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=60,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
173,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,60,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=60,lane_disruption,lane::T4->T3::Mitsubishi Chemical->Toray Industries,,,T4->T3,Mitsubishi Chemical,Toray Industries,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.000173,0.0001731,21,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=21,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
79,Accoudoir allée,Ertalon,polymer_plastic,0.01,0.01,162,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=162,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
80,Ens. Stowage latéral,Ertalon,polymer_plastic,0.003,0.003,162,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=162,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
82,Ensemble porte,Ertalon,polymer_plastic,0.002,0.002,162,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=162,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
83,Ens. Tablette repas,Ertalon,polymer_plastic,0.007,0.007,162,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=162,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
84,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,0.02,162,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=162,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
85,Structure ottoman horizontale,Ertalon,polymer_plastic,0.000273,0.0002725,162,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=162,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
97,Ens. Structure fauteuil,GLO: moulage par injection plastique,polymer_plastic,0.081,0.081,84,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=84,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
103,Capot NFC,kydex,polymer_plastic,0.069,0.069,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
104,Coussin ottoman,kydex,polymer_plastic,0.037,0.037,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
105,Ens. Stowage latéral,kydex,polymer_plastic,1.161,1.161,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
106,Ensemble porte,kydex,polymer_plastic,1.384,1.384,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
107,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,0.715,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
108,Ens. Tablette repas,kydex,polymer_plastic,0.059,0.059,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
109,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,0.226,385,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=385,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,8.439,8.439,18,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=18,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
111,Ceinture de sécurité,nylon,textile_leather,0.18,0.18,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
112,Support clamps,nylon,textile_leather,1.284,1.284,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
113,Ens. Stowage latéral,nylon,textile_leather,0.016417,0.016416667,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
114,Ens. Palette optimisée,nylon,textile_leather,0.002188,0.0021875,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
115,Ensemble porte,nylon,textile_leather,0.0004,0.0004003,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
117,Ens. Tablette cocktail,nylon,textile_leather,0.002,0.002,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
118,Ens. Tablette repas,nylon,textile_leather,0.0002,0.0002,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
119,Ens. Têtière,nylon,textile_leather,0.003,0.003,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
120,Stowage assemblé avec porte,nylon,textile_leather,0.000375,0.000375,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
139,Ens. Structure fixe,nylon,textile_leather,0.014542,0.0145416,168,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=168,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
159,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,70,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=70,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
163,Siége,11% Moulage plastique,polymer_plastic,0.0,12.756301898,14,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=14,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
172,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,70,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=70,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
173,Siége,Moulage plastique,polymer_plastic,0.0,6.69155662,70,candidate_scenario_only_mass_review,candidate_scenario_only_mass_review=70,lane_disruption,lane::T3->T2::Toray Industries->Ensinger,,,T3->T2,Toray Industries,Ensinger,
3,Ens. Equipements latéraux,Ertalon par moulage par injection plastique,polymer_plastic,0.000173,0.0001731,18,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=18,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
103,Capot NFC,kydex,polymer_plastic,0.069,0.069,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
104,Coussin ottoman,kydex,polymer_plastic,0.037,0.037,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
105,Ens. Stowage latéral,kydex,polymer_plastic,1.161,1.161,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
106,Ensemble porte,kydex,polymer_plastic,1.384,1.384,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
107,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,0.715,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
108,Ens. Tablette repas,kydex,polymer_plastic,0.059,0.059,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
109,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,0.226,410,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=410,lane_disruption,lane::T2->T1::Ensinger->ESPACE,,,T2->T1,Ensinger,ESPACE,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,0.392,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T4->T3::BASF->EPODEX,,,T4->T3,BASF,EPODEX,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,0.392,3,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T3->T2::EPODEX->Sika,,,T3->T2,EPODEX,Sika,
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,adhesive_composite,0.392,0.392,4,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=4,lane_disruption,lane::T2->T1::Sika->MGA Villeneuve St Lot,,,T2->T1,Sika,MGA Villeneuve St Lot,
5,Bumper version porte,alliage Cu,copper,0.006,0.006,8,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=6;candidate_requires_allocation_and_qualification=2,lane_disruption,lane::T4->T3::Aurubis - copper source assumption->Aurubis,,,T4->T3,Aurubis - copper source assumption,Aurubis,
5,Bumper version porte,alliage Cu,copper,0.006,0.006,8,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=6;candidate_requires_allocation_and_qualification=2,lane_disruption,lane::T3->T2::Aurubis->SUMPAR - internal machining/forming process,,,T3->T2,Aurubis,SUMPAR - internal machining/forming process,
5,Bumper version porte,alliage Cu,copper,0.006,0.006,9,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=9,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,0.027,40,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=40,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
14,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,0.660743,0.660743,2,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=2,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
17,Accoudoir allée,A2017 - Aluminium,aluminium,2.43,2.43,135,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=135,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
19,Ens. Palette optimisée,A2017 - Aluminium,aluminium,12.333,12.333,135,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=135,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
25,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,0.18,120,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=120,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
50,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,steel,0.496,0.496,8,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=8,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
66,Accoudoir allée,Alu,aluminium,3.043507,3.0435071,60,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=60,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
67,Ens. Palette optimisée,Alu,aluminium,12.547571,12.5475707,60,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=60,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
68,Ensemble porte,Alu,aluminium,6.872,6.872,60,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=60,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
70,Manchette acc. Mobile,Alu,aluminium,0.106,0.106,60,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=60,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
123,Ens. Structure fixe,Alu,aluminium,3.541012,3.5410117,60,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=60,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.024,0.024,6,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.709677,0.7096766,6,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=6,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
167,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,0.18,120,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=120,lane_disruption,lane::T2->T1::SUMPAR - internal machining/forming process->SUMPAR,,,T2->T1,SUMPAR - internal machining/forming process,SUMPAR,
5,Bumper version porte,alliage Cu,copper,0.006,0.006,11,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=9;candidate_requires_allocation_and_qualification=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,0.027,59,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=40;candidate_requires_material_certificate=16;candidate_requires_allocation_and_qualification=3,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
14,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,0.660743,0.660743,2,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
17,Accoudoir allée,A2017 - Aluminium,aluminium,2.43,2.43,149,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=135;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
19,Ens. Palette optimisée,A2017 - Aluminium,aluminium,12.333,12.333,149,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=135;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
25,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,0.18,134,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=120;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
50,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,steel,0.496,0.496,9,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=8;candidate_requires_material_certificate=1,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
66,Accoudoir allée,Alu,aluminium,3.043507,3.0435071,71,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=60;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
67,Ens. Palette optimisée,Alu,aluminium,12.547571,12.5475707,71,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=60;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
68,Ensemble porte,Alu,aluminium,6.872,6.872,71,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=60;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
70,Manchette acc. Mobile,Alu,aluminium,0.106,0.106,71,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=60;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
79,Accoudoir allée,Ertalon,polymer_plastic,0.01,0.01,179,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=179,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
80,Ens. Stowage latéral,Ertalon,polymer_plastic,0.003,0.003,179,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=179,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
82,Ensemble porte,Ertalon,polymer_plastic,0.002,0.002,179,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=179,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
83,Ens. Tablette repas,Ertalon,polymer_plastic,0.007,0.007,179,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=179,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
84,Stowage assemblé avec porte,Ertalon,polymer_plastic,0.02,0.02,179,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=179,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
85,Structure ottoman horizontale,Ertalon,polymer_plastic,0.000273,0.0002725,179,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=179,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
123,Ens. Structure fixe,Alu,aluminium,3.541012,3.5410117,71,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=60;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=2,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
125,Ens. Palette optimisée,Polychloroprene,polymer_plastic,0.004993,0.0049932,53,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=53,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.024,0.024,7,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=6;candidate_requires_material_certificate=1,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,steel,0.709677,0.7096766,7,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=6;candidate_requires_material_certificate=1,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
167,Accoudoir allée,A2024 - Aluminium,aluminium,0.18,0.18,134,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=120;candidate_requires_allocation_and_qualification=9;candidate_requires_material_certificate=5,lane_disruption,lane::T1->OEM::SUMPAR->Safran Seats / Safran internal group,,,T1->OEM,SUMPAR,Safran Seats / Safran internal group,
6,Ens. Stowage latéral,cuir,textile_leather,0.112,0.112,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Gruppo Mastrotto - hide/raw leather source assumption->Gruppo Mastrotto,,,T4->T3,Gruppo Mastrotto - hide/raw leather source assumption,Gruppo Mastrotto,
76,Manchette acc. Mobile,cuir,textile_leather,0.039,0.039,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Gruppo Mastrotto - hide/raw leather source assumption->Gruppo Mastrotto,,,T4->T3,Gruppo Mastrotto - hide/raw leather source assumption,Gruppo Mastrotto,
77,Manchette équipée,cuir,textile_leather,0.06,0.06,0,no_topology_fallback,,lane_disruption,lane::T4->T3::Gruppo Mastrotto - hide/raw leather source assumption->Gruppo Mastrotto,,,T4->T3,Gruppo Mastrotto - hide/raw leather source assumption,Gruppo Mastrotto,
